unicode	char	fanti	jianti	group	level	is_radical	ids	pinyin	radical	strokes	stroke_seq	freq	basic
U+614E	慎	慎	慎	A1a	一级		⿰忄真	shèn	心（忄⺗）	13	4421225111134	327169	0
U+8A89	誉	譽	誉	A1a	一级		⿱兴言	yù	言（訁讠）	13	4431344111251	474410	0
U+585E	塞	塞	塞	A1a	一级		⿱𡨄土	sāi / sài / sè	土	13	4451122134121	667788	1
U+88F8	裸	裸	裸	A1a	一级		⿰衤果	luǒ	衣（衤）	13	4523425111234	134980	0
U+798F	福	福	福	A1a	一级		⿰示畐	fú	示（礻⺬）	13	4524125125121	2283089	1
U+7FA4	群	羣	群	A1a	一级		⿰君羊	qún	羊	13	5113251431112	2904480	1
U+6BBF	殿	殿	殿	A1a	一级		⿰𡱒殳	diàn	殳	13	5131221343554	96295	0
U+8F9F	辟	闢	辟	A1a	一级		⿰𡰪辛	bì / pì	辛	13	5132514143112	135499	0
U+969C	障	障	障	A1a	一级		⿰阝章	zhàng	阜（阝）	13	5241431251112	1805734	0
U+5AB3	媳	媳	媳	A1a	一级		⿰女息	xí	女	13	5313251114544	96684	0
U+5ACC	嫌	嫌	嫌	A1a	一级		⿰女兼	xián	女	13	5314315112234	844115	0
U+5AC1	嫁	嫁	嫁	A1a	一级		⿰女家	jià	女	13	5314451353334	132472	0
U+53E0	叠	疊	叠	A1a	一级		⿱叒冝	dié	又	13	5454544525111	140051	0
U+7F1D	缝	縫	缝	A1a	一级		⿰纟逢	féng / fèng	糸（糹纟）	13	5513541112454	163637	0
U+7F20	缠	纏	缠	A1a	一级		⿰纟㢆	chán	糸（糹纟）	13	5514132511211	85588	0
U+9759	静	靜	静	A1a	一级		⿰靑争	jìng	青	14	11212511355112	843399	1
U+78A7	碧	碧	碧	A1a	一级		⿱珀石	bì	石	14	11213251113251	161133	0
U+7483	璃	璃	璃	A1a	一级		⿰王离	li	玉（𤣩王）	14	11214134522554	230922	0
U+71AC	熬	熬	熬	A1a	一级		⿱敖灬	āo / áo	火（灬）	14	11215331344444	90493	0
U+5899	墙	牆	墙	A1a	一级		⿰土啬	qiáng	土	14	12112431252511	442912	1
U+5609	嘉	嘉	嘉	A1a	一级		⿱吉茄	jiā	口	14	12125143153251	711809	0
U+8D6B	赫	赫	赫	A1a	一级		⿰赤赤	hè	赤	14	12132341213234	319620	0
U+622A	截	截	截	A1a	一级		⿹𢦏隹	jié	戈	14	12132411121534	1128461	1
U+5883	境	境	境	A1a	一级		⿰土竟	jìng	土	14	12141431251135	2941684	1
U+6458	摘	摘	摘	A1a	一级		⿰扌啇	zhāi	手（扌龵）	14	12141432512251	310594	0
U+6454	摔	摔	摔	A1a	一级		⿰扌率	shuāi	手（扌龵）	14	12141554413412	143002	0
U+805A	聚	聚	聚	A1a	一级		⿱取乑	jù	耳	14	12211154323334	1055712	1
U+6155	慕	慕	慕	A1a	一级		⿱莫㣺	mù	心（忄⺗）	14	12225111342444	144397	0
U+8521	蔡	蔡	蔡	A1a	一级		⿱艹祭	cài	艸（艹）	14	12235445411234	331260	0
U+853D	蔽	蔽	蔽	A1a	一级		⿱艹敝	bì	艸（艹）	14	12243252343134	75649	0
U+7199	熙	熙	熙	A1a	一级		⿱巸灬	xī	火（灬）	14	12251255154444	134969	0
U+6A21	模	模	模	A1a	一级		⿰木莫	mó / mú	木	14	12341222511134	2808765	1
U+6B4C	歌	歌	歌	A1a	一级		⿰哥欠	gē	欠	14	12512125123534	1557783	1
U+906D	遭	遭	遭	A1a	一级		⿺辶曹	zāo	辵（辶⻍）	14	12512212511454	1059647	1
U+9177	酷	酷	酷	A1a	一级		⿰酉吿	kù	酉	14	12535113121251	247483	0
U+917F	酿	釀	酿	A1a	一级		⿰酉良	niàng	酉	14	12535114511534	130654	0
U+9178	酸	酸	酸	A1a	一级		⿰酉夋	suān	酉	14	12535115434354	400773	0
U+78B1	碱	鹼	碱	A1a	一级		⿰石咸	jiǎn	石	14	13251131251534	45600	0
U+78B3	碳	碳	碳	A1a	一级		⿰石炭	tàn	石	14	13251252134334	256434	0
U+78C1	磁	磁	磁	A1a	一级		⿰石兹	cí	石	14	13251431554554	110595	0
U+613F	愿	願	愿	A1a	一级		⿱原心	yuàn	心（忄⺗）	14	13325112344544	1914063	1
U+9700	需	需	需	A1a	一级		⿱雨而	xū	雨	14	14524444132522	4877149	1
U+8F96	辖	轄	辖	A1a	一级		⿰车害	xiá	车（車）	14	15214451112251	277959	0
U+96CC	雌	雌	雌	A1a	一级		⿰此隹	cí	隹	14	21211532411121	23789	0
U+9897	颗	顆	颗	A1a	一级		⿰果页	kē	页（頁）	14	25111234132534	245815	1
U+7785	瞅	瞅	瞅	A1a	一级		⿰目秋	chǒu	目	14	25111312344334	16241	0
U+8721	蜡	蠟	蜡	A1a	一级		⿰虫昔	là / zhà	虫	14	25121412212511	42411	0
U+8747	蝇	蠅	蝇	A1a	一级		⿰虫黾	yíng	虫	14	25121425125115	29681	0
U+8718	蜘	蜘	蜘	A1a	一级		⿰虫知	zhī	虫	14	25121431134251	21029	0
U+561B	嘛	嘛	嘛	A1a	一级		⿰口麻	má / ma	口	14	25141312341234	137523	0
U+8D5A	赚	賺	赚	A1a	一级		⿰贝兼	zhuàn / zuàn	贝（貝）	14	25344315112234	365742	0
U+953B	锻	鍛	锻	A1a	一级		⿰钅段	duàn	金（釒钅）	14	31115321113554	180449	0
U+821E	舞	舞	舞	A1a	一级		⿱⿳𠂉卌一舛	wǔ	舛	14	31122221354152	1063885	1
U+7A33	稳	穩	稳	A1a	一级		⿰禾急	wěn	禾	14	31234355114544	1942123	1
U+7B97	算	算	算	A1a	一级		⿳竹目廾	suàn	竹（⺮）	14	31431425111132	2400451	1
U+7BA1	管	管	管	A1a	一级		⿱竹官	guǎn	竹（⺮）	14	31431444525151	7915294	1
U+50DA	僚	僚	僚	A1a	一级		⿰亻尞	liáo	人（亻）	14	32134432511234	38683	0
U+50E7	僧	僧	僧	A1a	一级		⿰亻曽	sēng	人（亻）	14	32432524312511	48333	0
U+9F3B	鼻	鼻	鼻	A1a	一级	★	⿱自畀	bí	鼻	14	32511125121132	184498	1
U+8C8C	貌	貌	貌	A1a	一级		⿰豸皃	mào	豸	14	34435333251135	262857	1
U+819C	膜	膜	膜	A1a	一级		⿰月莫	mó	肉（⺼月）	14	35111222511134	181304	0
U+818A	膊	膊	膊	A1a	一级		⿰月尃	bó	肉（⺼月）	14	35111251124124	32835	0
U+8180	膀	膀	膀	A1a	一级		⿰月旁	bǎng / pāng / páng	肉（⺼月）	14	35114143454153	67921	0
U+9C9C	鲜	鮮	鲜	A1a	一级		⿰鱼羊	xiān / xiǎn	鱼（魚）	14	35251211431112	1140111	1
U+7591	疑	疑	疑	A1a	一级		⿰⿱匕矢⿱龴疋	yí	疋（𤴔）	14	35311345452134	1743644	1
U+5B75	孵	孵	孵	A1a	一级		⿰卵孚	fū	子	14	35435243443521	52123	0
U+88F9	裹	裹	裹	A1a	一级		⿱亠褁	guǒ	衣（衤）	14	41251112343534	92427	0
U+6572	敲	敲	敲	A1a	一级		⿰高攴	qiāo	攴（攵）	14	41251252512154	199363	0
U+8C6A	豪	豪	豪	A1a	一级		⿱⿳亠口冖豕	háo	豕	14	41251451353334	828313	1
U+906E	遮	遮	遮	A1a	一级		⿺辶庶	zhē	辵（辶⻍）	14	41312214444454	105894	0
U+8150	腐	腐	腐	A1a	一级		⿸府肉	fǔ	肉（⺼月）	14	41332124253434	497389	0
U+7626	瘦	瘦	瘦	A1a	一级		⿸疒叟	shòu	疒	14	41341321511254	147626	0
U+8FA3	辣	辣	辣	A1a	一级		⿰辛束	là	辛	14	41431131251234	153342	0
U+7AED	竭	竭	竭	A1a	一级		⿰立曷	jié	立	14	41431251135345	83516	0
U+7AEF	端	端	端	A1a	一级		⿰立耑	duān	立	14	41431252132522	1384074	1
U+65D7	旗	旗	旗	A1a	一级		⿸𭤨其	qí	方	14	41533112211134	795013	1
U+7CBE	精	精	精	A1a	一级		⿰米靑	jīng	米	14	43123411212511	3358221	1
U+7194	熔	熔	熔	A1a	一级		⿰火容	róng	火（灬）	14	43344453434251	38408	0
U+6F06	漆	漆	漆	A1a	一级		⿰氵桼	qī	水（氵氺）	14	44112343424134	93578	0
U+6F02	漂	漂	漂	A1a	一级		⿰氵票	piāo / piǎo / piào	水（氵氺）	14	44112522111234	267963	0
U+6F2B	漫	漫	漫	A1a	一级		⿰氵曼	màn	水（氵氺）	14	44125112522154	520468	1
U+6EF4	滴	滴	滴	A1a	一级		⿰氵啇	dī	水（氵氺）	14	44141432512251	193456	0
U+6F14	演	演	演	A1a	一级		⿰氵寅	yǎn	水（氵氺）	14	44144512512134	4145208	1
U+6F0F	漏	漏	漏	A1a	一级		⿰氵屚	lòu	水（氵氺）	14	44151312524444	395858	0
U+6162	慢	慢	慢	A1a	一级		⿰忄曼	màn	心（忄⺗）	14	44225112522154	806530	1
U+8D5B	赛	賽	赛	A1a	一级		⿱𡨄贝	sài	贝（貝）	14	44511221342534	8781773	1
U+5BDF	察	察	察	A1a	一级		⿱宀祭	chá	宀	14	44535445411234	1854024	1
U+871C	蜜	蜜	蜜	A1a	一级		⿱宓虫	mì	虫	14	44545434251214	169243	0
U+8910	褐	褐	褐	A1a	一级		⿰衤曷	hè	衣（衤）	14	45234251135345	20095	0
U+8C31	谱	譜	谱	A1a	一级		⿰讠普	pǔ	言（訁讠）	14	45431224312511	192042	0
U+5AE9	嫩	嫩	嫩	A1a	一级		⿰女敕	nèn	女	14	53112512343134	111591	0
U+7FE0	翠	翠	翠	A1a	一级		⿱羽卒	cuì	羽	14	54154141343412	157219	0
U+718A	熊	熊	熊	A1a	一级		⿱能灬	xióng	火（灬）	14	54251135354444	360299	0
U+51F3	凳	凳	凳	A1a	一级		⿱登几	dèng	几	14	54334125143135	62597	0
U+7F29	缩	縮	缩	A1a	一级		⿰纟宿	sù / suō	糸（糹纟）	14	55144532132511	695219	1
U+6167	慧	慧	慧	A1a	一级		⿱彗心	huì	心（忄⺗）	15	111211125114544	501691	1
U+6495	撕	撕	撕	A1a	一级		⿰扌斯	sī	手（扌龵）	15	121122111343312	63449	0
U+6492	撒	撒	撒	A1a	一级		⿰扌散	sā / sǎ	手（扌龵）	15	121122125113134	148543	0
U+8DA3	趣	趣	趣	A1a	一级		⿺走取	qù	走	15	121213412211154	623934	1
U+8D9F	趟	趟	趟	A1a	一级		⿺走尙	tāng / tàng	走	15	121213424325251	115659	0
U+6491	撑	撐	撑	A1a	一级		⿰扌掌	chēng	手（扌龵）	15	121243452513112	451671	0
U+64AD	播	播	播	A1a	一级		⿰扌番	bō	手（扌龵）	15	121343123425121	1907144	1
U+649E	撞	撞	撞	A1a	一级		⿰扌童	zhuàng	手（扌龵）	15	121414312511211	450301	1
U+64A4	撤	撤	撤	A1a	一级		⿲扌育攵	chè	手（扌龵）	15	121415425113134	347827	0
U+589E	增	增	增	A1a	一级		⿰土曾	zēng	土	15	121432524312511	6888968	1
U+806A	聪	聰	聪	A1a	一级		⿰耳总	cōng	耳	15	122111432514544	152231	0
U+978B	鞋	鞋	鞋	A1a	一级		⿰革圭	xié	革	15	122125112121121	295836	0
U+852C	蔬	蔬	蔬	A1a	一级		⿱艹疏	shū	艸（艹）	15	122521214154325	283081	0
U+8574	蕴	蘊	蕴	A1a	一级		⿱艹缊	yùn	艸（艹）	15	122551251125221	112704	0
U+6A2A	横	橫	横	A1a	一级		⿰木黄	héng / hèng	木	15	123412212512134	443254	1
U+69FD	槽	槽	槽	A1a	一级		⿰木曹	cáo	木	15	123412512212511	111469	0
U+6A61	橡	橡	橡	A1a	一级		⿰木象	xiàng	木	15	123435251353334	64025	0
U+98D8	飘	飄	飘	A1a	一级		⿰票风	piāo	风（風）	15	125221112343534	162788	1
U+9187	醇	醇	醇	A1a	一级		⿰酉享	chún	酉	15	125351141251521	72886	0
U+9189	醉	醉	醉	A1a	一级		⿰酉卒	zuì	酉	15	125351141343412	181921	1
U+9707	震	震	震	A1a	一级		⿱雨辰	zhèn	雨	15	145244441311534	1082014	1
U+9709	霉	黴	霉	A1a	一级		⿱雨每	méi	雨	15	145244443155414	55975	0
U+9898	题	題	题	A1a	一级		⿺是页	tí	页（頁）	15	251112134132534	7198031	1
U+66B4	暴	暴	暴	A1a	一级		⿱日㳟	bào / pù	日	15	251112213424134	947454	1
U+778E	瞎	瞎	瞎	A1a	一级		⿰目害	xiā	目	15	251114451112251	28705	0
U+563B	嘻	嘻	嘻	A1a	一级		⿰口喜	xī	口	15	251121251431251	20378	0
U+5F71	影	影	影	A1a	一级		⿰景彡	yǐng	彡	15	251141251234333	5816604	1
U+8E22	踢	踢	踢	A1a	一级		⿰𧾷易	tī	足（𧾷）	15	251212125113533	256946	0
U+8E0F	踏	踏	踏	A1a	一级		⿰𧾷沓	tā / tà	足（𧾷）	15	251212125342511	268897	0
U+8E29	踩	踩	踩	A1a	一级		⿰𧾷采	cǎi	足（𧾷）	15	251212134431234	110184	0
U+8E2A	踪	蹤	踪	A1a	一级		⿰𧾷宗	zōng	足（𧾷）	15	251212144511234	366295	1
U+8776	蝶	蝶	蝶	A1a	一级		⿰虫枼	dié	虫	15	251214122151234	72475	0
U+8774	蝴	蝴	蝴	A1a	一级		⿰虫胡	hú	虫	15	251214122513511	33953	0
U+8760	蝠	蝠	蝠	A1a	一级		⿰虫畐	fú	虫	15	251214125125121	21138	0
U+8759	蝙	蝙	蝙	A1a	一级		⿰虫扁	biān	虫	15	251214451325122	19699	0
U+563F	嘿	嘿	嘿	A1a	一级		⿰口黑	hēi / mò	口	15	251254312114444	16960	0
U+5631	嘱	囑	嘱	A1a	一级		⿰口属	zhǔ	口	15	251513325125214	93502	0
U+58A8	墨	墨	墨	A1a	一级		⿱黑土	mò	土	15	254312114444121	335442	1
U+9547	镇	鎮	镇	A1a	一级		⿰钅真	zhèn	金（釒钅）	15	311151225111134	1860830	1
U+9760	靠	靠	靠	A1a	一级		⿱吿非	kào	非	15	312125121112111	1110537	1
U+7A3B	稻	稻	稻	A1a	一级		⿰禾舀	dào	禾	15	312343443321511	146238	0
U+9ECE	黎	黎	黎	A1a	一级		⿱𥝢𱥯	lí	黍	15	312343533424134	402279	0
U+7A3F	稿	稿	稿	A1a	一级		⿰禾高	gǎo	禾	15	312344125125251	572033	0
U+7A3C	稼	稼	稼	A1a	一级		⿰禾家	jià	禾	15	312344451353334	21664	0
U+7BB1	箱	箱	箱	A1a	一级		⿱竹相	xiāng	竹（⺮）	15	314314123425111	581920	1
U+7BAD	箭	箭	箭	A1a	一级		⿱竹前	jiàn	竹（⺮）	15	314314431251122	322551	0
U+7BC7	篇	篇	篇	A1a	一级		⿱竹扁	piān	竹（⺮）	15	314314451325122	430819	1
U+50F5	僵	僵	僵	A1a	一级		⿰亻畺	jiāng	人（亻）	15	321251211251211	96230	0
U+8EBA	躺	躺	躺	A1a	一级		⿰身尙	tǎng	身	15	325111324325251	122203	0
U+5FB7	德	德	德	A1a	一级		⿰彳𢛳	dé	彳	15	332122522114544	4278676	1
U+8258	艘	艘	艘	A1a	一级		⿰舟叟	sōu	舟	15	335414321511254	162946	0
U+819D	膝	膝	膝	A1a	一级		⿰月桼	xī	肉（⺼月）	15	351112343424134	84625	0
U+9CA4	鲤	鯉	鲤	A1a	一级		⿰鱼里	lǐ	鱼（魚）	15	352512112511211	16544	0
U+719F	熟	熟	熟	A1a	一级		⿱孰灬	shóu / shú	火（灬）	15	412515213544444	845001	1
U+6469	摩	摩	摩	A1a	一级		⿸麻手	mā / mó	手（扌龵）	15	413123412343112	579574	1
U+7624	瘤	瘤	瘤	A1a	一级		⿸疒留	liú	疒	15	413413545325121	151642	0
U+989C	颜	顏	颜	A1a	一级		⿰彦页	yán	页（頁）	15	414313333132534	298194	1
U+6BC5	毅	毅	毅	A1a	一级		⿰豙殳	yì	殳	15	414313533343554	268256	0
U+7CCA	糊	糊	糊	A1a	一级		⿰䊀月	hū / hú / hù	米	15	431234122513511	163347	1
U+9075	遵	遵	遵	A1a	一级		⿺辶尊	zūn	辵（辶⻍）	15	431253511124454	246841	0
U+6F5C	潜	潛	潜	A1a	一级		⿰氵替	qián	水（氵氺）	15	441113411342511	620247	1
U+6F6E	潮	潮	潮	A1a	一级		⿰氵朝	cháo	水（氵氺）	15	441122511123511	701521	1
U+6F6D	潭	潭	潭	A1a	一级		⿰氵覃	tán	水（氵氺）	15	441125221251112	126863	0
U+6FB3	澳	澳	澳	A1a	一级		⿰氵奥	ào	水（氵氺）	15	441325431234134	763618	0
U+61C2	懂	懂	懂	A1a	一级		⿰忄董	dǒng	心（忄⺗）	15	442122312511211	319782	1
U+989D	额	額	额	A1a	一级		⿰客页	é	页（頁）	15	445354251132534	2398312	1
U+9E64	鹤	鶴	鹤	A1a	一级		⿰隺鸟	hè	鸟（鳥）	15	453241112135451	102143	0
U+6170	慰	慰	慰	A1a	一级		⿱尉心	wèi	心（忄⺗）	15	513112341244544	263875	1
U+5C65	履	履	履	A1a	一级		⿸尸復	lǚ	尸	15	513332312511354	374464	0
U+8C6B	豫	豫	豫	A1a	一级		⿰予象	yù	豕	15	545235251353334	178095	0
U+64CD	操	操	操	A1a	一级		⿰扌喿	cāo	手（扌龵）	16	1212512512511234	943383	1
U+71D5	燕	燕	燕	A1a	一级		⿳廿⿴北口灬	yān / yàn	火（灬）	16	1221251211354444	377085	1
U+857E	蕾	蕾	蕾	A1a	一级		⿱艹雷	lěi	艸（艹）	16	1221452444425121	172764	0
U+85AF	薯	薯	薯	A1a	一级		⿱艹署	shǔ	艸（艹）	16	1222522112132511	43058	0
U+8584	薄	薄	薄	A1a	一级		⿱艹溥	báo / bó / bò	艸（艹）	16	1224411251124124	320896	1
U+98A0	颠	顛	颠	A1a	一级		⿰真页	diān	页（頁）	16	1225111134132534	105114	0
U+6A59	橙	橙	橙	A1a	一级		⿰木登	chéng	木	16	1234543341251431	65180	0
U+6A58	橘	橘	橘	A1a	一级		⿰木矞	jú	木	16	1234545232534251	38066	0
U+6574	整	整	整	A1a	一级		⿱敕正	zhěng	攴（攵）	16	1251234313412121	4665691	1
U+878D	融	融	融	A1a	一级		⿰鬲虫	róng	鬲	16	1251254312251214	2972352	1
U+74E2	瓢	瓢	瓢	A1a	一级		⿰票瓜	piáo	瓜	16	1252211123433544	12408	0
U+9192	醒	醒	醒	A1a	一级		⿰酉星	xǐng	酉	16	1253511251131121	696439	1
U+970D	霍	霍	霍	A1a	一级		⿱雨隹	huò	雨	16	1452444432411121	312754	0
U+9910	餐	餐	餐	A1a	一级		⿱𣦼食	cān	食（飠饣）	16	2135454344511534	1142250	1
U+5634	嘴	嘴	嘴	A1a	一级		⿰口觜	zuǐ	口	16	2512121353535112	267237	1
U+8E44	蹄	蹄	蹄	A1a	一级		⿰𧾷帝	tí	足（𧾷）	16	2512121414345252	37455	0
U+5668	器	器	器	A1a	一级		⿱哭吅	qì	口	16	2512511344251251	1925601	1
U+566A	噪	噪	噪	A1a	一级		⿰口喿	zào	口	16	2512512512511234	88395	0
U+8D60	赠	贈	赠	A1a	一级		⿰贝曾	zèng	贝（貝）	16	2534432524312511	401593	0
U+9ED8	默	默	默	A1a	一级		⿰黑犬	mò	黑	16	2543121144441344	536022	1
U+955C	镜	鏡	镜	A1a	一级		⿰钅竟	jìng	金（釒钅）	16	3111541431251135	593103	1
U+8D5E	赞	贊	赞	A1a	一级		⿱兟贝	zàn	贝（貝）	16	3121353121352534	559528	1
U+7A46	穆	穆	穆	A1a	一级		⿰禾㣎	mù	禾	16	3123432511234333	378260	0
U+7BEE	篮	籃	篮	A1a	一级		⿱竹监	lán	竹（⺮）	16	3143142231425221	832827	0
U+5112	儒	儒	儒	A1a	一级		⿰亻需	rú	人（亻）	16	3214524444132522	93169	0
U+9080	邀	邀	邀	A1a	一级		⿺辶敫	yāo	辵（辶⻍）	16	3251141533134454	505369	0
U+8861	衡	衡	衡	A1a	一级		⿰彳𩶷	héng	行	16	3323525121134112	577405	0
U+81A8	膨	膨	膨	A1a	一级		⿰月彭	péng	肉（⺼月）	16	3511121251431333	76415	0
U+96D5	雕	雕	雕	A1a	一级		⿰周隹	diāo	隹	16	3512125132411121	214570	0
U+9CB8	鲸	鯨	鲸	A1a	一级		⿰鱼京	jīng	鱼（魚）	16	3525121141251234	33315	0
U+78E8	磨	磨	磨	A1a	一级		⿸麻石	mó / mò	石	16	4131234123413251	294603	1
U+51DD	凝	凝	凝	A1a	一级		⿰冫疑	níng	冫	16	4135311345452134	245003	1
U+8FA8	辨	辨	辨	A1a	一级		⿲辛⿰丶丿辛	biàn	辛	16	4143113434143112	157067	0
U+8FA9	辩	辯	辩	A1a	一级		⿴辡讠	biàn	辛	16	4143113454143112	288677	0
U+7CD6	糖	糖	糖	A1a	一级		⿰米唐	táng	米	16	4312344135112251	370894	0
U+71C3	燃	燃	燃	A1a	一级		⿰火然	rán	火（灬）	16	4334354413444444	546056	0
U+6FC0	激	激	激	A1a	一级		⿰氵敫	jī	水（氵氺）	16	4413251141533134	1523679	1
U+61D2	懒	懶	懒	A1a	一级		⿰忄赖	lǎn	心（忄⺗）	16	4421251234352534	63287	0
U+58C1	壁	壁	壁	A1a	一级		⿱辟土	bì	土	16	5132514143112121	246033	1
U+907F	避	避	避	A1a	一级		⿺辶辟	bì	辵（辶⻍）	16	5132514143112454	902399	1
U+6234	戴	戴	戴	A1a	一级		⿹𢦏異	dài	戈	17	12125121122134534	609523	1
U+64E6	擦	擦	擦	A1a	一级		⿰扌察	cā	手（扌龵）	17	12144535445411234	193202	0
U+85CF	藏	藏	藏	A1a	一级		⿱艹臧	cáng / zàng	艸（艹）	17	12213513125125534	934783	1
U+7901	礁	礁	礁	A1a	一级		⿰石焦	jiāo	石	17	13251324111214444	39258	0
U+78F7	磷	磷	磷	A1a	一级		⿰石粦	lín	石	17	13251431234354152	33561	0
U+971C	霜	霜	霜	A1a	一级		⿱雨相	shuāng	雨	17	14524444123425111	80998	0
U+971E	霞	霞	霞	A1a	一级		⿱雨叚	xiá	雨	17	14524444512115154	229663	0
U+77A7	瞧	瞧	瞧	A1a	一级		⿰目焦	qiáo	目	17	25111324111214444	40256	1
U+77AC	瞬	瞬	瞬	A1a	一级		⿰目舜	shùn	目	17	25111344345354152	150485	0
U+77AA	瞪	瞪	瞪	A1a	一级		⿰目登	dèng	目	17	25111543341251431	21037	0
U+8E48	蹈	蹈	蹈	A1a	一级		⿰𧾷舀	dǎo	足（𧾷）	17	25121213443321511	166330	0
U+87BA	螺	螺	螺	A1a	一级		⿰虫累	luó	虫	17	25121425121554234	91201	0
U+7A57	穗	穗	穗	A1a	一级		⿰禾惠	suì	禾	17	31234125112144544	69706	0
U+9B4F	魏	魏	魏	A1a	一级		⿰委鬼	wèi	鬼	17	31234531325113554	240175	0
U+7E41	繁	繁	繁	A1a	一级		⿱敏糸	fán / pó	糸（糹纟）	17	31554143134554234	564643	1
U+5FBD	徽	徽	徽	A1a	一级		⿲彳⿱山糸攵	huī	彳	17	33225215542343134	366483	0
U+9CC4	鳄	鱷	鳄	A1a	一级		⿰鱼咢	è	鱼（魚）	17	35251211251251115	31486	0
U+764C	癌	癌	癌	A1a	一级		⿸疒嵒	ái	疒	17	41341251251251252	264629	0
U+8D62	赢	贏	赢	A1a	一级		⿱吂⿲月贝凡	yíng	贝（貝）	17	41525135112534354	820700	0
U+7CDF	糟	糟	糟	A1a	一级		⿰米曹	zāo	米	17	43123412512212511	117012	0
U+71E5	燥	燥	燥	A1a	一级		⿰火喿	zào	火（灬）	17	43342512512511234	73755	0
U+81C2	臂	臂	臂	A1a	一级		⿱辟月	bei / bì	肉（⺼月）	17	51325141431122511	114898	1
U+7FFC	翼	翼	翼	A1a	一级		⿱羽異	yì	羽	17	54154125121122134	223033	0
U+9AA4	骤	驟	骤	A1a	一级		⿰马聚	zhòu	马（馬）	17	55112211154323334	97808	0
U+97AD	鞭	鞭	鞭	A1a	一级		⿰革便	biān	革	18	122125112321251134	66515	0
U+85E4	藤	藤	藤	A1a	一级		⿱艹滕	téng	艸（艹）	18	122351143113424134	85021	0
U+8986	覆	覆	覆	A1a	一级		⿱襾復	fù	西（覀）	18	125221332312511354	508671	1
U+7FFB	翻	翻	翻	A1a	一级		⿰番羽	fān	羽	18	343123425121541541	686034	1
U+9E70	鹰	鷹	鹰	A1a	一级		⿸䧹鸟	yīng	鸟（鳥）	18	413323241112135451	152120	0
U+8B66	警	警	警	A1a	一级		⿱敬言	jǐng	言（訁讠）	19	1223525131344111251	3735508	1
U+8611	蘑	蘑	蘑	A1a	一级		⿱艹磨	mó	艸（艹）	19	1224131234123413251	23767	0
U+85FB	藻	藻	藻	A1a	一级		⿱艹澡	zǎo	艸（艹）	19	1224412512512511234	23980	0
U+6500	攀	攀	攀	A1a	一级		⿱樊手	pān	手（扌龵）	19	1234343412341343112	202033	0
U+8E72	蹲	蹲	蹲	A1a	一级		⿰𧾷尊	cún / dūn	足（𧾷）	19	2512121431253511124	62376	0
U+87F9	蟹	蟹	蟹	A1a	一级		⿱解虫	xiè	虫	19	3535112533112251214	114129	0
U+98A4	颤	顫	颤	A1a	一级		⿰亶页	chàn / zhàn	页（頁）	19	4125251125111132534	34874	0
U+74E3	瓣	瓣	瓣	A1a	一级		⿴辡瓜	bàn	瓜	19	4143113335444143112	37979	0
U+7206	爆	爆	爆	A1a	一级		⿰火暴	bào	火（灬）	19	4334251112213424134	1093068	0
U+7586	疆	疆	疆	A1a	一级		⿹彊土	jiāng	田	19	5151211251211251211	506209	0
U+58E4	壤	壤	壤	A1a	一级		⿰土襄	rǎng	土	20	12141251251112213534	116205	0
U+8000	耀	耀	耀	A1a	一级		⿰光翟	yào	羽	20	24313554154132411121	277645	0
U+8E81	躁	躁	躁	A1a	一级		⿰𧾷喿	zào	足（𧾷）	20	25121212512512511234	79483	0
U+56BC	嚼	嚼	嚼	A1a	一级		⿰口爵	jiáo / jiào / jué	口	20	25134432522151154124	28277	0
U+56B7	嚷	嚷	嚷	A1a	一级		⿰口襄	rāng / rǎng	口	20	25141251251112213534	20252	0
U+7C4D	籍	籍	籍	A1a	一级		⿱竹耤	jí	竹（⺮）	20	31431411123412212511	541588	0
U+9B54	魔	魔	魔	A1a	一级		⿸麻鬼	mó	鬼	20	41312341234325113554	329803	1
U+704C	灌	灌	灌	A1a	一级		⿰氵雚	guàn	水（氵氺）	20	44112225125132411121	140083	0
U+8B6C	譬	譬	譬	A1a	一级		⿱辟言	pì	言（訁讠）	20	51325141431124111251	32912	0
U+9738	霸	霸	霸	A1a	一级		⿱雨䩗	bà	雨	21	145244441221251123511	218474	0
U+9732	露	露	露	A1a	一级		⿱雨路	lòu / lù	雨	21	145244442512121354251	1856141	1
U+9AD3	髓	髓	髓	A1a	一级		⿰骨遀	suǐ	骨	21	255452511131212511454	61455	0
U+56CA	囊	囊	囊	A1a	一级		⿳𰀉冖𱔞	nāng / náng	口	22	1251245251251112213534	174619	0
U+7F50	罐	罐	罐	A1a	一级		⿰缶雚	guàn	缶	23	31125212225125132411121	135194	0
U+5315	匕	匕	匕	A1b	一级	★	⿺乚㇒	bǐ	匕	2	35	9241	0
U+5201	刁	刁	刁	A1b	一级		⿹𠃌㇀	diāo	刀（刂）	2	51	27468	0
U+4E5E	乞	乞	乞	A1b	一级		⿱𠂉乙	qǐ	乙（乚）	3	315	51573	0
U+52FA	勺	勺	勺	A1b	一级		⿹勹一	sháo	勹	3	354	30416	0
U+4E2B	丫	丫	丫	A1b	一级		⿱丷丨	yā	丨	3	432	27505	0
U+5DF3	巳	巳	巳	A1b	一级	★	巳	sì	巳	3	515	3792	0
U+5203	刃	刃	刃	A1b	一级		⿹刀㇒	rèn	刀（刂）	3	534	49364	0
