unicode	char	fanti	jianti	group	level	is_radical	ids	pinyin	radical	strokes	stroke_seq	freq	basic
U+7D2E	紮	紮	扎	A4	异体字		⿱札糸	zā	糸（糹纟）	11	12345554234	18	0
U+8EDA	軚	軚	軚	A4			⿰車太	dài		11	12511121344	11	0
U+8123	脣	脣	唇	A4	异体字		⿱辰月	chún	肉（⺼月）	11	13115342511	22	0
U+52D7	勗	勗	勗	A4	异体字		⿱冃助	xù	曰	11	25112511153	37	0
U+7570	異	異	异	A4	异体字		⿱田共	yì	田	11	25121122134	33	0
U+5579	啹	啹	啹	A4			⿰口居	jú		11	25151312251	0	0
U+773E	眾	眾	众	A4	异体字		⿱罒㐺	zhòng	目	11	25221323434	117	0
U+5D19	崙	崙	仑	A4	异体字		⿱山侖	lún	山	11	25234125122	21	0
U+5D22	崢	崢	峥	A4	异体字		⿰山爭	zhēng	山	11	25234435112	20	0
U+7F3D	缽	缽	钵	A4	异体字		⿰缶本	bō	缶	11	31125212341	15	0
U+507A	偺	偺	偺	A4	异体字		⿰亻昝	zá	人（亻）	11	32354242511	0	0
U+507D	偽	偽	伪	A4	异体字		⿰亻為	wěi	人（亻）	11	32435554444	1	0
U+8EAD	躭	躭	躭	A4	异体字		⿰身冘	dān	身	11	32511134535	2	0
U+654D	敍	敍	敍	A4	异体字		⿰余攴	xù	攴（攵）	11	34112342154	14	0
U+6558	敘	敘	叙	A4	异体字		⿰余攵	xù	攴（攵）	11	34112343134	21	0
U+91E6	釦	釦	扣	A4	异体字		⿰金口	kòu	金（釒钅）	11	34112431251	9	0
U+9212	鈒	鈒	钑	A4			⿰金及	sà/xì		11	34112431354	1	0
U+8137	脷	脷	脷	A4			⿰月利	lì		11	35113123422	228	0
U+812B	脫	脫	脱	A4	异体字		⿰月兌	tuō	肉（⺼月）	11	35113425135	29	0
U+5F6B	彫	彫	雕	A4	异体字		⿰周彡	diāo	彡	11	35121251333	10	0
U+9031	週	週	周	A4	异体字		⿺辶周	zhōu	辵（辶⻍）	11	35121251454	176	0
U+7319	猙	猙	狰	A4	异体字		⿰犭爭	zhēng	犬（犭）	11	35334435112	0	0
U+5920	夠	夠	够	A4	异体字		⿰多句	gòu	夕	11	35435435251	44	0
U+7522	產	產	产	A4			⿸产生	chǎn	生	11	41341331121	137	0
U+889E	袞	袞	衮	A4	异体字		⿴衣㕣	gǔn	衣（衤）	11	41342513534	4	0
U+6DD2	淒	淒	凄	A4	异体字		⿰氵妻	qī	水（氵氺）	11	44115112531	6	0
U+6DE8	淨	淨	净	A4	异体字		⿰氵爭	jìng	水（氵氺）	11	44134435112	116	0
U+6DF0	淰	淰	淰	A4			⿰氵念	niǎn	水（氵氺）	11	44134454544	7	0
U+6DBC	涼	涼	凉	A4	异体字		⿰氵京	liáng	水（氵氺）	11	44141251234	40	0
U+6DDA	淚	淚	泪	A4	异体字		⿰氵戾	lèi	水（氵氺）	11	44145131344	23	0
U+60BD	悽	悽	凄	A4	异体字		⿰忄妻	qī	心（忄⺗）	11	44215112531	40	0
U+555F	啟	啟	启	A4	异体字		⿰启攵	qǐ	攴（攵）	11	45132513134	922	0
U+88C7	裇	裇	裇	A4			⿰衤血	xū		11	45234325221	31	0
U+5C5C	屜	屜	屉	A4	异体字		⿸⿸尸彳世	tì	尸	11	51333212215	2	0
U+5F37	強	強	强	A4	异体字		⿰弓𧈧	qiáng	弓	11	51554251214	290	0
U+5A44	婄	婄	婄	A4			⿰女咅	bù/péi/pǒu		11	53141431251	22	0
U+7D43	絃	絃	弦	A4	异体字		⿰糸玄	xián	糸（糹纟）	11	55444441554	6	0
U+743A	琺	琺	珐	A4	异体字		⿰王法	fà	玉（𤣩王）	12	112144112154	5	0
U+746F	瑯	瑯	瑯	A4	异体字		⿰王郎	láng	玉（𤣩王）	12	112145115452	64	0
U+63F9	揹	揹	揹	A4	异体字		⿰扌背	bēi	手（扌龵）	12	121211352511	34	0
U+586D	塭	塭	塭	A4			⿰土昷	wēn	土	12	121251125221	95	0
U+63F0	揰	揰	揰	A4			⿰扌重	chòng/dǒng		12	121312511211	1	0
U+63DB	換	換	换	A4	异体字		⿰扌奐	huàn	手（扌龵）	12	121352534134	27	0
U+6BBC	殼	殼	壳	A4			⿰壳殳	ké	殳	12	121451353554	5	0
U+5816	堖	堖	垴	A4			⿰土𡿺	nǎo		12	121555325341	4	0
U+9EC3	黃	黃	黄	A4	异体字		⿱廿⿳一由八	huáng	黄（黃）	12	122112512134	490	0
U+846F	葯	葯	药	A4			⿱艹約	yào		12	122554444354	8	0
U+68F2	棲	棲	栖	A4	异体字		⿰木妻	qī	木	12	123415112531	78	0
U+865B	虛	虛	虚	A4	异体字		⿸虍⿱丱一	xū	虍（虎）	12	215315225211	66	0
U+9592	閒	閒	闲	A4	异体字		⿵門月	xián	门（門）	12	251125113511	36	0
U+8DD4	跔	跔	跔	A4			⿰𧾷句	jū/qǔ		12	251212135251	2	0
U+5563	啣	啣	啣	A4	异体字		⿰口卸	xián	口	12	251311212152	53	0
U+559A	喚	喚	唤	A4	异体字		⿰口奐	huàn	口	12	251352534134	4	0
U+55BC	喼	喼	喼	A4			⿰口急	jié		12	251355114544	64	0
U+7A08	稈	稈	秆	A4	异体字		⿰禾旱	gǎn	禾	12	312342511112	1	0
U+7A05	稅	稅	税	A4	异体字		⿰禾兌	shuì	禾	12	312343425135	91	0
U+7B4D	筍	筍	笋	A4	异体字		⿱竹旬	sǔn	竹（⺮）	12	314314352511	20	0
U+5091	傑	傑	杰	A4	异体字		⿰亻桀	jié	人（亻）	12	323541521234	129	0
U+96CB	雋	雋	隽	A4	异体字		⿱隹⿲丨⿰㇅丨𠃌	juàn	隹	12	324111212525	5	0
U+922A	鈪	鈪	鈪	A4			⿰金厄	è		12	341124311355	1	0
U+814D	腍	腍	腍	A4			⿰月念	diàn/rèn		12	351134454544	28	0
U+8A3C	証	証	证	A4			⿰言正	zhèng	言（訁讠）	12	411125112121	67	0
U+8A3B	註	註	注	A4	异体字		⿰言主	zhù	言（訁讠）	12	411125141121	53	0
U+8A60	詠	詠	咏	A4	异体字		⿰言永	yǒng	言（訁讠）	12	411125145534	231	0
U+5EC2	廂	廂	厢	A4	异体字		⿱丶厢	xiāng	广	12	413123425111	15	0
U+5EC1	廁	廁	厕	A4	异体字		⿱丶厠	cè	广	12	413251113422	5	0
U+904A	遊	遊	游	A4	异体字		⿺辶斿	yóu	辵（辶⻍）	12	415331521454	158	0
U+68C4	棄	棄	弃	A4	异体字		⿳亠厶⿱丗木	qì	木	12	415412211234	12	0
U+7CA7	粧	粧	粧	A4	异体字		⿰米庄	zhuāng	米	12	431234413121	154	0
U+713E	焾	焾	焾	A4			⿰火念	niǎn		12	433434454544	39	0
U+7140	煀	煀	煀	A4			⿰火屈	wei		12	433451352252	29	0
U+6E4A	湊	湊	凑	A4	异体字		⿰氵奏	còu	水（氵氺）	12	441111341134	254	0
U+6E1B	減	減	减	A4	异体字		⿰氵咸	jiǎn	水（氵氺）	12	441131251534	79	0
U+6E19	渙	渙	涣	A4	异体字		⿰氵奐	huàn	水（氵氺）	12	441352534134	0	0
U+76DC	盜	盜	盗	A4	异体字		⿱㳄皿	dào	皿	12	441353425221	50	0
U+6E27	渧	渧	渧	A4			⿰氵帝	dī/dì/tí		12	441414345252	23	0
U+6E67	湧	湧	涌	A4	异体字		⿰氵勇	yǒng	水（氵氺）	12	441542511253	879	0
U+88E1	裡	裡	里	A4	异体字		⿰衤里	lǐ	衣（衤）	12	452342511211	424	0
U+797F	祿	祿	禄	A4	异体字		⿰示彔	lù	示（礻⺬）	12	452455124134	11	0
U+7D55	絕	絕	绝	A4	异体字		⿰糹色	jué	糸（糹纟）	12	554444535215	13	0
U+6416	搖	搖	摇	A4	异体字		⿰扌䍃	yáo	手（扌龵）	13	1213544311252	13	0
U+643E	搾	搾	搾	A4	异体字		⿰扌窄	zhà	手（扌龵）	13	1214453431211	4	0
U+585A	塚	塚	冢	A4	异体字		⿰土冢	zhǒng	土	13	1214513533434	1135	0
U+84C6	蓆	蓆	席	A4	异体字		⿱艹席	xí	艸（艹）	13	1224131221252	66	0
U+849E	蒞	蒞	莅	A4	异体字		⿱艹涖	lì	艸（艹）	13	1224413241431	3	0
U+775C	睜	睜	睁	A4	异体字		⿰目爭	zhēng	目	13	2511134435112	4	0
U+8E2D	踭	踭	踭	A4			⿰𧾷争	zhēng		13	2512121355112	125	0
U+8DE1	跡	跡	迹	A4	异体字		⿰𧾷亦	jī	足（𧾷）	13	2512121413234	92	0
U+86FB	蛻	蛻	蜕	A4	异体字		⿰虫兌	tuì	虫	13	2512143425135	5	0
U+776A	睪	睪	睪	A4	异体字		⿱罒幸	yì	目	13	2522112143112	110	0
U+7A1C	稜	稜	棱	A4	异体字		⿰禾夌	léng	禾	13	3123412134354	88	0
U+6BC0	毀	毀	毁	A4			⿰圼殳	huǐ	殳	13	3215111213554	65	0
U+50AF	傯	傯	偬	A4	异体字		⿰亻悤	zǒng	人（亻）	13	3232535414544	3	0
U+9CE7	鳧	鳧	凫	A4	异体字		⿱鳥几	fú		13	3251115444435	0	0
U+7CB5	粵	粵	粤	A4	异体字		⿳丿⿴囗釆丂	yuè	米	13	3253431234115	124	0
U+5967	奧	奧	奥	A4	异体字		⿳丿⿵冂釆大	ào	大	13	3253431234134	373	0
U+5FAC	徬	徬	徬	A4			⿰彳旁	páng	彳	13	3324143454153	57	0
U+9233	鈳	鈳	钶	A4			⿰金可	kē	金（釒钅）	13	3411243112512	1	0
U+923D	鈽	鈽	钸	A4			⿰金布	bū	金（釒钅）	13	3411243113252	0	0
U+9264	鉤	鉤	钩	A4	异体字		⿰金句	gōu	金（釒钅）	13	3411243135251	4	0
U+924B	鉋	鉋	铇	A4	异体字		⿰金包	bào	金（釒钅）	13	3411243135515	0	0
U+5F12	弒	弒	弑	A4	异体字		⿰杀式	shì	弋	13	3412344112154	62	0
U+8173	腳	腳	脚	A4	异体字		⿰月卻	jiǎo	肉（⺼月）	13	3511343425152	3	0
U+9059	遙	遙	遥	A4	异体字		⿺辶䍃	yáo	辵（辶⻍）	13	3544311252454	13	0
U+7A1F	稟	稟	禀	A4	异体字		⿱㐭禾	bǐng	禾	13	4125251131234	36	0
U+5EC8	廈	廈	厦	A4	异体字		⿱丶厦	shà	广	13	4131325111354	12	0
U+7602	瘂	瘂	痖	A4			⿸疒亞	yǎ		13	4134112155121	8	0
U+75F2	痲	痲	痲	A4			⿸疒𣏟	má	疒	13	4134112321235	13	0
U+75F3	痳	痳	痳	A4	异体字		⿸疒林	lín	疒	13	4134112341234	6	0
U+75FA	痺	痺	痺	A4	异体字		⿸疒卑	bì	疒	13	4134132511312	41	0
U+5277	剷	剷	铲	A4	异体字		⿰產刂	chǎn	刀（刂）	13	4143133112122	6	0
U+7FA8	羨	羨	羡	A4	异体字		⿱𦍌㳄	xiàn	羊	13	4311214413534	54	0
U+7159	煙	煙	烟	A4	异体字		⿰火垔	yān	火（灬）	13	4334125221121	21	0
U+7165	煥	煥	焕	A4	异体字		⿰火奐	huàn	火（灬）	13	4334352534134	11	0
U+6EBC	溼	溼	湿	A4	异体字		⿰氵𡌥	shī	水（氵氺）	13	4411554554121	5	0
U+6EAB	溫	溫	温	A4	异体字		⿰氵𥁕	wēn	水（氵氺）	13	4412534125221	35	0
U+6144	慄	慄	栗	A4	异体字		⿰忄栗	lì	心（忄⺗）	13	4421252211234	25	0
U+614D	慍	慍	愠	A4	异体字		⿰忄𥁕	yùn	心（忄⺗）	13	4422534125221	5	0
U+7FA3	羣	羣	群	A4	异体字		⿱君羊	qún	羊	13	5113251431112	1261	0
U+28EF6	𨻶	𨻶	𨻶	A4			⿰阝𡭽			13	5223432511234	0	0
U+5ABC	媼	媼	媪	A4	异体字		⿰女𥁕	ǎo	女	13	5312534125221	0	0
U+5ACB	嫋	嫋	袅	A4	异体字		⿰女弱	niǎo		13	5315154151541	17	0
U+7D91	綑	綑	捆	A4	异体字		⿰糸困	kǔn	糸（糹纟）	13	5544442512341	7	0
U+52E6	勦	勦	勦	A4	异体字		⿰巢力	chāo	力	13	5552511123453	1	0
U+7464	瑤	瑤	瑶	A4	异体字		⿰王䍃	yáo	玉（𤣩王）	14	11213544311252	28	0
U+8525	蔥	蔥	葱	A4	异体字		⿱艹悤	cōng	艸（艹）	14	12232535414544	3	0
U+69A6	榦	榦	干	A4	异体字		⿸倝木	gàn	木	14	12251112341234	38	0
U+69D3	槓	槓	杠	A4	异体字		⿰木貢	gàng	木	14	12341212511134	6	0
U+69E8	槨	槨	椁	A4	异体字		⿰木郭	guǒ	木	14	12344125152152	57	0
U+8F13	輓	輓	挽	A4	异体字		⿰車免	wǎn	车（車）	14	12511123525135	6	0
U+777A	睺	睺	睺	A4			⿰目侯	hóu		14	25111325131134	189	0
U+7787	瞇	瞇	瞇	A4	异体字		⿰目迷	mī	目	14	25111431234454	37	0
U+8DFC	跼	跼	跼	A4	异体字		⿰𧾷局	jú	足（𧾷）	14	25121215135251	13	0
U+6C33	氳	氳	氲	A4	异体字		⿸气𥁕	yūn	气	14	31152534125221	4	0
U+7B8F	箏	箏	筝	A4	异体字		⿱竹爭	zhēng	竹（⺮）	14	31431434435112	7	0
U+50F1	僱	僱	雇	A4	异体字		⿰亻雇	gù	人（亻）	14	32451332411121	115	0
U+6147	慇	慇	慇	A4	异体字		⿱殷心	yīn	心（忄⺗）	14	33511535544544	6	0
U+8C8D	貍	貍	貍	A4	异体字		⿰豸里	lí	豸	14	34435332511211	37	0
U+8A8C	誌	誌	志	A4	异体字		⿰言志	zhì	言（訁讠）	14	41112511214544	648	0
U+8AAA	說	說	说	A4	异体字		⿰言兌	shuō	言（訁讠）	14	41112513425135	191	0
U+8A92	誒	誒	诶	A4			⿰言矣	éi	言（訁讠）	14	41112515431134	1	0
U+9EBC	麼	麼	么	A4			⿸麻幺	me	麻	14	41312341234554	405	0
U+7609	瘉	瘉	瘉	A4	异体字		⿸疒俞	yù	疒	14	41341341251122	14	0
U+7613	瘓	瘓	痪	A4	异体字		⿸疒奐	huàn	疒	14	41341352534134	0	0
U+6EFE	滾	滾	滚	A4	异体字		⿰氵袞	gǔn	水（氵氺）	14	44141342513534	39	0
U+7D9E	綞	綞	缍	A4			⿰糸垂	duǒ	糸（糹纟）	14	55444431212211	0	0
U+7DB5	綵	綵	彩	A4	异体字		⿰糸采	cǎi	糸（糹纟）	14	55444434431234	54	0
U+7DA0	綠	綠	绿	A4	异体字		⿰糸彔	lǜ	糸（糹纟）	14	55444455124134	11	0
U+729B	犛	犛	牦	A4	异体字		⿸𠩺牛	máo	牛	15	112343134133112	7	0
U+6490	撐	撐	撑	A4	异体字		⿰扌牚	chēng	手（扌龵）	15	121243452511523	508	0
U+649F	撟	撟	挢	A4			⿰扌喬	jiǎo	手（扌龵）	15	121313425125251	0	0
U+6B4E	歎	歎	叹	A4	异体字		⿰⿱廿⿻口夫欠	tàn	欠	15	122125111343534	8	0
U+9EAA	麪	麪	面	A4	异体字		⿰麥丏	miàn	麦（麥）	15	123434343541255	5	0
U+6A11	樑	樑	梁	A4	异体字		⿰木梁	liáng	木	15	123444153441234	2736	0
U+8C4E	豎	豎	竖	A4	异体字		⿱臤豆	shù	豆	15	125125541251431	1	0
U+9183	醃	醃	腌	A4	异体字		⿰酉奄	yān	酉	15	125351113425115	24	0
U+617C	慼	慼	戚	A4	异体字		⿱戚心	qī	心（忄⺗）	15	132112345344544	1	0
U+8C6C	豬	豬	猪	A4	异体字		⿰豕者	zhū	豕	15	135333412132511	29	0
U+95B1	閱	閱	阅	A4	异体字		⿵門兌	yuè	门（門）	15	251125113425135	10	0
U+8E2B	踫	踫	踫	A4	异体字		⿰𧾷並	pèng	足（𧾷）	15	251212143122431	40	0
U+5653	噓	噓	嘘	A4	异体字		⿰口虛	xū	口	15	251215315225211	16	0
U+564F	噏	噏	噏	A4			⿰口翕	xī		15	251341251541541	74	0
U+565A	噚	噚	㖊	A4			⿰口尋	xún		15	251511121251124	188	0
U+7F75	罵	罵	骂	A4	异体字		⿱罒馬	mà	网（罒罓⺳）	15	252211211254444	1	0
U+8254	艔	艔	艔	A4			⿰舟度	dou		15	335414413122154	0	0
U+8216	舖	舖	舖	A4	异体字		⿰舍甫	pù	舌	15	341122511251124	72	0
U+92B3	銳	銳	锐	A4	异体字		⿰金兌	ruì	金（釒钅）	15	341124313425135	3	0
U+617E	慾	慾	欲	A4	异体字		⿱欲心	yù	心（忄⺗）	15	343425135344544	41	0
U+8C93	貓	貓	猫	A4	异体字		⿰豸苗	māo	豸	15	344353312225121	80	0
U+5EDA	廚	廚	厨	A4	异体字		⿱丶㕑	chú	广	15	413121251431124	3	0
U+5EDD	廝	廝	厮	A4	异体字		⿱丶厮	sī	广	15	413122111343312	10	0
U+51DC	凜	凜	凛	A4	异体字		⿰冫稟	lǐn	冫	15	414125251131234	18	0
U+6F5B	潛	潛	潜	A4	异体字		⿰氵朁	qián	水（氵氺）	15	441153515352511	23	0
U+7AAF	窯	窯	窑	A4	异体字		⿱宂羔	yáo	穴	15	445344311214444	3	0
U+8768	蝨	蝨	虱	A4	异体字		⿱卂䖵	shī	虫	15	512251214251214	3	0
U+734E	獎	獎	奖	A4	异体字		⿱將犬	jiǎng	犬（犭）	15	521335441241344	22	0
U+7DF6	緶	緶	缏	A4			⿰糸便	biǎn/biàn/pián		15	554444321251134	0	0
U+975C	靜	靜	静	A4	异体字		⿰靑爭	jìng	青	16	1121251134435112	74	0
U+96B7	隷	隷	隷	A4	异体字		⿰⿱士示隶	lì		16	1211123451124134	0	0
U+6A6B	橫	橫	横	A4	异体字		⿰木黄	héng	木	16	1234122112512134	139	0
U+9766	靦	靦	腼	A4	异体字		⿰面見	tiǎn	面	16	1325221112511135	24	0
U+9711	霑	霑	沾	A4	异体字		⿱雨沾	zhān	雨	16	1452444444121251	727	0
U+9B28	鬨	鬨	哄	A4	异体字		⿵鬥共	hòng	斗（鬥）	16	2112111212122134	12	0
U+9839	頹	頹	颓	A4	异体字		⿰禿頁	tuí	页（頁）	16	3123435132511134	2	0
U+7C11	簑	簑	蓑	A4	异体字		⿱竹衰	suō	竹（⺮）	16	3143144125113534	15	0
U+7BDB	篛	篛	篛	A4	异体字		⿱竹弱	ruò	竹（⺮）	16	3143145154151541	7	0
U+885E	衞	衞	衞	A4			⿴行𮧮	wèi	行	16	3325212511252112	33	0
U+9304	錄	錄	录	A4			⿰金彔	lù	金（釒钅）	16	3411243155124134	14	0
U+991A	餚	餚	肴	A4	异体字		⿰飠肴	yáo	食（飠饣）	16	3445115434132511	8	0
U+81B6	膶	膶	膶	A4			⿰月閏	rùn		16	3511251125111121	3	0
U+71C4	燄	燄	燄	A4	异体字		⿰臽炎	yàn	火（灬）	16	3532151143344334	21	0
U+8AEE	諮	諮	咨	A4	异体字		⿰言咨	zī	言（訁讠）	16	4111251413534251	3	0
U+7CE2	糢	糢	糢	A4			⿰米莫	mó	米	16	4312341222511134	3	0
U+71C9	燉	燉	炖	A4	异体字		⿰火敦	dùn	火（灬）	16	4334412515213134	73	0
U+71D0	燐	燐	燐	A4	异体字		⿰火粦	lín	火（灬）	16	4334431234354152	15	0
U+61CD	懍	懍	懔	A4	异体字		⿰忄稟	lǐn	心（忄⺗）	16	4424125251131234	4	0
U+5B1D	嬝	嬝	嬝	A4	异体字		⿰女裊	niǎo	女	16	5313251115413534	6	0
U+919E	醞	醞	酝	A4			⿰酉𥁕	yùn	酉	17	12535112534125221	3	0
U+5690	嚐	嚐	尝	A4	异体字		⿰口嘗	cháng	口	17	25124345251352511	16	0
U+568C	嚌	嚌	哜	A4			⿰口齊	jì/jiē/zhāi		17	25141432533543211	0	0
U+5DBD	嶽	嶽	岳	A4	异体字		⿱山獄	yuè	山	17	25235341112511344	31	0
U+6FA9	澩	澩	泶	A4			⿱𦥯水	xiào/xué		17	32113434511452534	0	0
U+934A	鍊	鍊	炼	A4	异体字		⿰金柬	liàn	金（釒钅）	17	34112431125431234	69	0
U+9385	鎅	鎅	鎅	A4			⿰金界	jiè	金（釒钅）	17	34112431251213432	21	0
U+9935	餵	餵	喂	A4	异体字		⿰飠畏	wèi	食（飠饣）	17	34451154251211534	10	0
U+993D	餽	餽	餽	A4	异体字		⿰飠鬼	kuì	食（飠饣）	17	34451154325113554	3	0
U+9938	餸	餸	𩠌	A4			⿰飠送	sòng	食（飠饣）	17	34451154431134454	64	0
U+8B41	譁	譁	哗	A4	异体字		⿰言華	huá	言（訁讠）	17	41112511221122112	2	0
U+8B20	謠	謠	谣	A4	异体字		⿰言䍃	yáo	言（訁讠）	17	41112513544311252	5	0
U+7515	甕	甕	瓮	A4	异体字		⿱雍瓦	wèng	瓦	17	41553324111211554	20	0
U+71F6	燶	燶	㶶	A4			⿰火農	nóng		17	43342512211311534	8	0
U+71EC	燬	燬	毁	A4	异体字		⿰火毀	huǐ	火（灬）	17	43343215111213554	3	0
U+6FEC	濬	濬	濬	A4	异体字		⿰氵睿	jùn	水（氵氺）	17	44121451343425111	455	0
U+76EA	盪	盪	荡	A4	异体字		⿱湯皿	dàng	皿	17	44125111353325221	82	0
U+7246	牆	牆	墙	A4	异体字		⿰爿嗇	qiáng	爿	17	52131234341252511	36	0
U+5B24	嬤	嬤	嬷	A4	异体字		⿰女麼	mā	女	17	53141312341234554	99	0
U+7E43	繃	繃	绷	A4	异体字		⿰糸崩	běng bēng	糸（糹纟）	17	55444425235113511	6	0
U+6AC2	櫂	櫂	櫂	A4	异体字		⿰木翟	zhào	木	18	123454154132411121	37	0
U+8E64	蹤	蹤	踪	A4	异体字		⿰𧾷從	zōng	足（𧾷）	18	251212133234342134	1	0
U+8E80	躀	躀	躀	A4			⿰𧾷貫	kuàng		18	251212155212511134	0	0
U+8804	蠄	蠄	蠄	A4			⿰虫禽	qín		18	251214344134522554	16	0
U+56A4	嚤	嚤	嚤	A4			⿰口摩	mó		18	251413123412343112	4	0
U+7F48	罈	罈	坛	A4	异体字		⿰缶覃	tán	缶	18	311252125221251112	53	0
U+7F49	罉	罉	罉	A4			⿰缶掌	cang		18	311252243452513112	51	0
U+96DE	雞	雞	鸡	A4	异体字		⿰奚隹	jī	隹	18	344355413432411121	50	0
U+984F	顏	顏	颜	A4	异体字		⿰彥頁	yán	页（頁）	18	413413333132511134	66	0
U+7652	癒	癒	愈	A4	异体字		⿸疒愈	yù	疒	18	413413412511224544	81	0
U+71FB	燻	燻	熏	A4	异体字		⿰火熏	xūn	火（灬）	18	433431254312114444	33	0
U+7E62	繢	繢	缋	A4			⿰糸貴	huí/huì		18	554444251212511134	1	0
U+58E0	壠	壠	垅	A4			⿰土龍	lǒng		19	1214143125111515111	1	0
U+860A	蘊	蘊	蕴	A4	异体字		⿱艹縕	yùn	艸（艹）	19	1225544442534125221	8	0
U+6AE5	櫥	櫥	橱	A4	异体字		⿰木廚	chú	木	19	1234413121251431124	0	0
U+77CB	矋	矋	矋	A4			⿰目厲	lì		19	2511113122251125214	0	0
U+56A5	嚥	嚥	咽	A4	异体字		⿰口燕	yàn	口	19	2511221251211354444	11	0
U+880D	蠍	蠍	蝎	A4	异体字		⿰虫歇	xiē	虫	19	2512142511353453534	12	0
U+7C37	簷	簷	簷	A4	异体字		⿱竹詹	yán	竹（⺮）	19	3143143513344111251	31	0
U+93CD	鏍	鏍	镙	A4			⿰金累	luó	金（釒钅）	19	3411243125121554234	0	0
U+9D70	鵰	鵰	雕	A4	异体字		⿰周鳥	diāo	鸟（鳥）	19	3512125132511154444	56	0
U+9BF0	鯰	鯰	鲶	A4			⿰魚念	nián	鱼（魚）	19	3525121444434454544	16	0
U+9BED	鯭	鯭	鯭	A4			⿰魚孟	měng		19	3525121444452125221	7	0
U+97FB	韻	韻	韵	A4	异体字		⿰音員	yùn	音	19	4143125112512511134	77	0
U+7FB6	羶	羶	膻	A4	异体字		⿰羊亶	shān	羊	19	4311134125251125111	23	0
U+7E61	繡	繡	绣	A4	异体字		⿰糸肅	xiù	糸（糹纟）	19	5544445112322151512	1	0
U+8617	蘗	蘗	蘗	A4			⿱艹檗	bò	艸（艹）	20	12251325141431121234	19	0
U+56BF	嚿	嚿	嚿	A4			⿰口舊	huò		20	25112232411121321511	6	0
U+8814	蠔	蠔	蚝	A4	异体字		⿰虫豪	háo	虫	20	25121441251451353334	108	0
U+56B9	嚹	嚹	嚹	A4			⿰口罅	lá/la		20	25131125221531534312	2	0
U+9C12	鰒	鰒	鳆	A4			⿰魚复	fù	鱼（魚）	20	35251214444312511354	1	0
U+9C20	鰠	鰠	鳋	A4			⿰魚蚤	sāo		20	35251214444544251214	0	0
U+7666	癦	癦	癦	A4			⿸疒墨	me/mèng		20	41341254312114444121	0	0
U+651C	攜	攜	携	A4	异体字		⿰扌巂	xié	手（扌龵）	21	121252324111212534251	1	0
U+8D13	贓	贓	赃	A4			⿰貝臧	zāng	贝（貝）	21	251113413513125125534	0	0
U+7C50	籐	籐	籐	A4	异体字		⿱竹滕	téng	竹（⺮）	21	314314351143113424134	22	0
U+93FD	鏽	鏽	锈	A4	异体字		⿰金肅	xiù	金（釒钅）	21	341124315112322151512	1	0
U+98C8	飈	飈	飚	A4			⿺風焱	biāo		21	353251214433443344334	27	0
U+97C1	韁	韁	缰	A4	异体字		⿰革畺	jiāng	革	22	1221251121251211251211	0	0
U+8D17	贗	贗	赝	A4	异体字		⿱鴈貝	yàn	贝（貝）	22	1332325111544442511134	3	0
U+758A	疊	疊	叠	A4	异体字		⿱畾冝	dié	田	22	2512125121251214525111	6	0
U+5DD6	巖	巖	岩	A4	异体字		⿱山嚴	yán	山	22	2522512511351221113134	8	0
U+9F34	鼴	鼴	鼹	A4	异体字		⿰鼠匽	yǎn	鼠	22	3215115445445125115315	0	0
U+9451	鑑	鑑	鉴	A4	异体字		⿰金監	jiàn	金（釒钅）	22	3411243112512531425221	331	0
U+9F07	鼇	鼇	鼇	A4	异体字		⿱敖黽	áo	黾（黽）	23	11215331342511251211511	3	0
U+9E7C	鹼	鹼	碱	A4	异体字		⿰鹵僉	jiǎn	卤（鹵）	24	212534444413412512513434	2	0
U+9F08	鼈	鼈	鼈	A4	异体字		⿱敝黽	biē	黾（黽）	24	432523431342511251211511	2	0
U+8B9A	讚	讚	赞	A4	异体字		⿰言贊	zàn	言（訁讠）	26	41112513121353121352511134	216	0
U+9C77	鱷	鱷	鳄	A4	异体字		⿰魚噩	è	鱼（魚）	27	352512144441225125112512511	7	0
U+8C54	豔	豔	艳	A4	异体字		⿰豐盍	yàn	豆	28	2111211125212514311215425221	8	0
U+56D6	囖	囖	囖	A4			⿰口籮	luō/luó/luo		28	2513143142522155444432411121	6	0
U+3007	〇	〇	〇	B1			〇	líng	囗	1	5	0	0
U+4E28	丨	丨	丨	B1		★	丨	gǔn	丨	1	2	0	0
U+4E85	亅	亅	亅	B1		★	亅	jué		1	2	0	0
U+4E3F	丿	丿	丿	B1		★	丿	piě	丿	1	3	0	0
U+4E36	丶	丶	丶	B1		★	丶	zhǔ	丶	1	4	0	0
U+4E5A	乚	乚	乚	B1		★	乚	yǐn		1	5	0	0
U+4E5B	乛	乛	乛	B1		★	乛	ya		1	5	0	0
U+531A	匚	匚	匚	B1		★	⿱一𠃊	fāng	匚	2	15	22	0
U+5338	匸	匸	匸	B1		★	⿱一𠃊	xì		2	15	6	0
U+5202	刂	刂	刂	B1		★	⿰丨亅	dāo	刀（刂）	2	22	0	0
U+5182	冂	冂	冂	B1		★	⿰丨𠃌	jiōng	冂	2	25	16	0
U+4EBB	亻	亻	亻	B1		★	⿱㇒丨	rén	人（亻）	2	32	0	0
U+3405	㐅	㐅	㐅	B1			⿻丿丶			2	34	0	0
