char	code	code_short	code_more	key_unit	stroke_unit	char_unit	units	flag	segments
裤	puyl	puy		0	0	0	〖※※※〗		
裙	puvk			0	0	0	〖※※※〗		
禅	pyuf			0	0	0	〖※※※〗		
禄	pyvi	pyv		0	0	0	〖※※※〗		
谢	ytmf	ytm		0	0	0	〖※※※〗		
谣	yerm	yer		0	0	0	〖※※※〗		
谤	yupy	yup		0	0	0	〖※※※〗		
谦	yuvo	yuv		0	0	0	〖※※※〗		
犀	nirh	nir		0	0	0	〖※※※〗		
属	ntky	ntk		0	0	0	〖※※※〗		
屡	novd	no/nov		0	0	0	〖※※※〗	横·杂合〔一 ⿻〕	
强	xkjy	xk/xkj		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
粥	xoxn	xox		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
疏	nhyq	nhy		0	0	0	〖※※※〗		
隔	bgkh	bgk		0	0	0	〖※※※〗		
隙	biji	bij		0	0	0	〖※※※〗		
隘	buwl	buw		0	0	0	〖※※※〗		
媒	vafs	vaf		0	0	0	〖※※※〗		
絮	vkxi	vkx		0	0	0	〖※※※〗		
嫂	vvhc	vvh		0	0	0	〖※※※〗		
媚	vnhg	vnh		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
婿	vnhe			0	0	0	〖※※※〗		
登	wgku			0	0	0	〖※※※〗		
缅	xdmd			0	0	0	〖※※※〗		
缆	xjtq	xjt		0	0	0	〖※※※〗		
缉	xkbg	xkb		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
缎	xwdc	xwd		0	0	0	〖※※※〗		
缓	xefc	xef		0	0	0	〖※※※〗		
缔	xuph	xup		0	0	0	〖※※※〗		
缕	xovg	xov		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
骗	cyna			0	0	0	〖※※※〗		
编	xyna			0	0	0	〖※※※〗		
骚	ccyj			0	0	0	〖※※※〗		
缘	xxey	xxe		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
瑟	ggnt	ggn		0	0	0	〖※※※〗		
鹉	gahg			0	0	0	〖※※※〗		
瑞	gmdj	gmd		0	0	0	〖※※※〗		
瑰	grqc	grq		0	0	0	〖※※※〗		
瑙	gvtq			0	0	0	〖※※※〗		
魂	fcrc	fcr		0	0	0	〖※※※〗		
肆	dvfh	dv/dvf		0	0	0	〖※※※〗		
摄	rbcc			0	0	0	〖※※※〗		
摸	rajd			0	0	0	〖※※※〗		
填	ffhw	ffh		0	0	0	〖※※※〗		
搏	rgef			0	0	0	〖※※※〗		
塌	fjng	fjn		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
鼓	fkuc			0	0	0	〖※※※〗		
摆	rlfc	rlf		0	0	0	〖※※※〗		
携	rwye			0	0	0	〖※※※〗		
搬	rtec	rte		0	0	0	〖※※※〗		
摇	rerm	rer		0	0	0	〖※※※〗		
搞	rymk	rym		0	0	0	〖※※※〗		
塘	fyvk	fyv		0	0	0	〖※※※〗		
摊	rcwy	rcw		0	0	0	〖※※※〗		
聘	bmgn	bmg		0	0	0	〖※※※〗		
斟	adwf			0	0	0	〖※※※〗		
蒜	afii	afi		0	0	0	〖※※※〗		
勤	akgl			0	0	0	〖※※※〗		
靴	afwx			0	0	0	〖※※※〗		
靶	afcn	afc		0	0	0	〖※※※〗	折·左右〔乛 ⿰〕	
鹊	ajqg			0	0	0	〖※※※〗		
蓝	ajtl	ajt		0	0	0	〖※※※〗		
墓	ajdf			0	0	0	〖※※※〗		
幕	ajdh			0	0	0	〖※※※〗		
蓬	atdp			0	0	0	〖※※※〗		
蓄	ayxl	ayx		0	0	0	〖※※※〗		
蒲	aigy			0	0	0	〖※※※〗		
蓉	apwk	apw		0	0	0	〖※※※〗		
蒙	apge	apf	⊙apfe	0	0	0	〖※※※〗		
蒸	abio			0	0	0	〖※※※〗		
献	fmud			0	0	0	〖※※※〗		
椿	sdwj			0	0	0	〖※※※〗		
禁	ssfi	ssf		0	0	0	〖※※※〗		
楚	ssnh	ssn		0	0	0	〖※※※〗		
楷	sxxr	sx/sxx		0	0	0	〖※※※〗		
榄	sjtq			0	0	0	〖※※※〗		
想	shnu	shn		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	0-3/4-8/9-12
槐	srqc	srq		0	0	0	〖※※※〗		
榆	swgj			0	0	0	〖※※※〗		
楼	sovg	sov		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
概	svcq	svc		0	0	0	〖※※※〗		
赖	gkim			0	0	0	〖※※※〗		
酪	sgtk			0	0	0	〖※※※〗		
酬	sgyh			0	0	0	〖※※※〗		
感	dgkn			0	0	0	〖※※※〗		
碍	djgf	djg		0	0	0	〖※※※〗		
碘	dmaw	dma		0	0	0	〖※※※〗		
碑	drtf	drt		0	0	0	〖※※※〗		
碎	dywf	dyw		0	0	0	〖※※※〗		
碰	duog	duo		0	0	0	〖※※※〗		
碗	dpqb	dpq		0	0	0	〖※※※〗		
碌	dviy	dvi		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
尴	dnjl			0	0	0	〖※※※〗		
雷	flf			0	0	0	〖※※〗	横·上下〔一 ⿱〕	0-7/8-12
零	fwyc			0	0	0	〖※※※〗		
雾	ftlb	ftl	⊙ftlr	0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
雹	fqnb	fqn		0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
辐	lgkl	lgk		0	0	0	〖※※※〗		
辑	lkbg	lkb		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
输	lwgj	lwg		0	0	0	〖※※※〗		
督	hich			0	0	0	〖※※※〗		
频	hidm	hid		0	0	0	〖※※※〗		
龄	hwbc			0	0	0	〖※※※〗		
鉴	jtyq			0	0	0	〖※※※〗		
睛	hgeg	hg/hge		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
睹	hftj	hft		0	0	0	〖※※※〗		
睦	hfwf	hf/hfw		0	0	0	〖※※※〗		
瞄	halg	hal		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
睫	hgvh	hgv		0	0	0	〖※※※〗		
睡	htgf	ht/htf	⊙htfg	0	0	0	〖※※※〗		
睬	hesy	hes		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
嗜	kftj			0	0	0	〖※※※〗		
鄙	kflb	kfl		0	0	0	〖※※※〗		
嗦	kfpi			0	0	0	〖※※※〗		
愚	jmhn			0	0	0	〖※※※〗		
暖	jefc	jef		0	0	0	〖※※※〗		
盟	jelf	jel		0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
歇	jqww	jqw		0	0	0	〖※※※〗		
暗	jujg	ju/juj		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
暇	jnhc	jnh		0	0	0	〖※※※〗		
照	jvko			0	0	0	〖※※※〗		
畸	ldsk	lds		0	0	0	〖※※※〗		
跨	khdn	khd		0	0	0	〖※※※〗		
跷	khaq			0	0	0	〖※※※〗		
跳	khiq		⊙khqi	0	0	0	〖※※※〗		
跺	khms	khm		0	0	0	〖※※※〗		
跪	khqb			0	0	0	〖※※※〗		
路	khtk	kht		0	0	0	〖※※※〗		
跤	khuq			0	0	0	〖※※※〗		
跟	khve	khv		0	0	0	〖※※※〗		
遣	khgp			0	0	0	〖※※※〗		
蜈	jkgd			0	0	0	〖※※※〗		
蜗	jkmw	jkm		0	0	0	〖※※※〗		
蛾	jtrt	jtr	⊙jtry	0	0	0	〖※※※〗		
蜂	jtdh	jtd		0	0	0	〖※※※〗		
蜕	jukq	juk		0	0	0	〖※※※〗		
嗅	kthd			0	0	0	〖※※※〗		
嗡	kwcn	kwc		0	0	0	〖※※※〗		
嗓	kccs	kcc		0	0	0	〖※※※〗		
署	lftj			0	0	0	〖※※※〗		
置	lfhf			0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
罪	ldjd	lhd	⊙lhdd	0	0	0	〖※※※〗		
罩	lhjj	lhj		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
蜀	lqju	lqj		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	
幌	mhjq			0	0	0	〖※※※〗		
错	qajg	qaj		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
锚	qalg	qal		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
锡	qjqr	qjq		0	0	0	〖※※※〗		
锣	qlqy	qlq		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
锤	qtgf		⊙qtfg	0	0	0	〖※※※〗		
锥	qwyg	qwy		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
锦	qrmh	qrm		0	0	0	〖※※※〗		
键	qvfp			0	0	0	〖※※※〗		
锯	qndg	qnd		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
锰	qblg	qbl		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
矮	tdtv			0	0	0	〖※※※〗		
辞	tduh			0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
稚	twyg	twy		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
稠	tmfk			0	0	0	〖※※※〗		
颓	tmdm			0	0	0	〖※※※〗		
愁	tonu			0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	
筹	tdtf			0	0	0	〖※※※〗		
签	twgi			0	0	0	〖※※※〗		
简	tujf	tuj		0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
筷	tnnw	tnn		0	0	0	〖※※※〗		
毁	vamc	va/vam		0	0	0	〖※※※〗		
舅	vllb	vl/vll	⊙vllr	0	0	0	〖※※※〗	折·上下〔乛 ⿱〕	
鼠	vnun	vnu		0	0	0	〖※※※〗		
催	wmwy	wmw		0	0	0	〖※※※〗		
傻	wtlt			0	0	0	〖※※※〗		
像	wqje	wqk	⊙wqke	0	0	0	〖※※※〗		
躲	tmds			0	0	0	〖※※※〗		
魁	rqcf			0	0	0	〖※※※〗		
衙	tgkh	tgk		0	0	0	〖※※※〗		
微	tmgt	tmg		0	0	0	〖※※※〗		
愈	wgen			0	0	0	〖※※※〗		
遥	ermp	er/erm		0	0	0	〖※※※〗		
腻	eafm	eaf		0	0	0	〖※※※〗		
腰	esvg	esv		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
腥	ejtg	ejt		0	0	0	〖※※※〗		
腮	elny			0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
腹	etjt	etj		0	0	0	〖※※※〗		
腺	eriy	eri		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
鹏	eeqg	eeq		0	0	0	〖※※※〗		
腾	eudc	eud		0	0	0	〖※※※〗		
腿	evep	eve		0	0	0	〖※※※〗		
鲍	qgqn	qgq		0	0	0	〖※※※〗		
猿	qtfe			0	0	0	〖※※※〗		
颖	xtdm	xtd		0	0	0	〖※※※〗		
触	qejy			0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
解	qevh	qev		0	0	0	〖※※※〗		
煞	qvto	qvt		0	0	0	〖※※※〗		
雏	qvwy	qvw		0	0	0	〖※※※〗		
馍	qnad			0	0	0	〖※※※〗		
馏	qnql			0	0	0	〖※※※〗		
酱	uqsg			0	0	0	〖※※※〗		
禀	ylki			0	0	0	〖※※※〗		
痹	ulgj			0	0	0	〖※※※〗		
廓	yybb			0	0	0	〖※※※〗		
痴	utdk			0	0	0	〖※※※〗		
痰	uooi	uoo		0	0	0	〖※※※〗	捺·杂合〔丶 ⿻〕	
廉	yuvo			0	0	0	〖※※※〗		
靖	ugeg	uge		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
新	usrh	usr		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
韵	ujqu			0	0	0	〖※※※〗		
意	ujnu	ujn		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	0-4/5-8/9-12
誊	udyf			0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
粮	oyve	oyv		0	0	0	〖※※※〗		
数	ovty	ovt		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
煎	uejo			0	0	0	〖※※※〗		
塑	ubtf			0	0	0	〖※※※〗		
慈	uxxn			0	0	0	〖※※※〗		
煤	oafs	oa/oaf		0	0	0	〖※※※〗		
煌	orgg	or		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
满	iagw			0	0	0	〖※※※〗		
漠	iajd	iaj		0	0	0	〖※※※〗		
滇	ifhw			0	0	0	〖※※※〗		
源	idri	idr		0	0	0	〖※※※〗		
滤	ihan	iha		0	0	0	〖※※※〗		
滥	ijtl	ijt		0	0	0	〖※※※〗		
滔	ievg	iev		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
溪	iexd	iex		0	0	0	〖※※※〗		
溜	iqyl			0	0	0	〖※※※〗		
漓	iybc			0	0	0	〖※※※〗		
滚	iuce	iuc		0	0	0	〖※※※〗		
溢	iuwl	iuw		0	0	0	〖※※※〗		
溯	iube	iub		0	0	0	〖※※※〗		
滨	iprw	ipr		0	0	0	〖※※※〗		
溶	ipwk			0	0	0	〖※※※〗		
溺	ixuu	ixu		0	0	0	〖※※※〗		
粱	ivwo			0	0	0	〖※※※〗		
滩	icwy	icw		0	0	0	〖※※※〗		
慎	nfhw	nfh		0	0	0	〖※※※〗		
誉	iwyf			0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
塞	pfjf			0	0	0	〖※※※〗		
寞	pajd	paj		0	0	0	〖※※※〗		
窥	pwfq			0	0	0	〖※※※〗		
窟	pwnm	pwn		0	0	0	〖※※※〗		
寝	puvc			0	0	0	〖※※※〗		
谨	yakg	yak		0	0	0	〖※※※〗		
褂	pufh			0	0	0	〖※※※〗		
裸	pujs			0	0	0	〖※※※〗		
福	pygl	pyg		0	0	0	〖※※※〗		
谬	ynwe			0	0	0	〖※※※〗		
群	vtkd	vtk		0	0	0	〖※※※〗		
殿	nawc	naw		0	0	0	〖※※※〗		
辟	nkuh	nku		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
障	bujh	buj		0	0	0	〖※※※〗	竖·左右〔丨 ⿰〕	
媳	vthn	vth		0	0	0	〖※※※〗		
嫉	vutd	vut		0	0	0	〖※※※〗		
嫌	vuvo	vu/vuv		0	0	0	〖※※※〗		
嫁	vpey	vpe		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
叠	cccg			0	0	0	〖※※※〗		
缚	xgef	xge		0	0	0	〖※※※〗		
缝	xtdp			0	0	0	〖※※※〗		
缠	xyjf	xyj		0	0	0	〖※※※〗		
缤	xprw			0	0	0	〖※※※〗		
剿	vjsj			0	0	0	〖※※※〗		
静	geqh	geq		0	0	0	〖※※※〗		
碧	grdf	grd		0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
璃	gybc	gyb		0	0	0	〖※※※〗		
赘	gqtm			0	0	0	〖※※※〗		
熬	gqto			0	0	0	〖※※※〗		
墙	ffuk			0	0	0	〖※※※〗		
墟	fhag			0	0	0	〖※※※〗		
嘉	fkuk			0	0	0	〖※※※〗		
摧	rmwy	rmw		0	0	0	〖※※※〗		
赫	fofo	fof		0	0	0	〖※※※〗		
截	fawy	faw		0	0	0	〖※※※〗		
誓	rryf			0	0	0	〖※※※〗	横·上下〔一 ⿱〕	
境	fujq	fuj		0	0	0	〖※※※〗		
摘	rumd	rum		0	0	0	〖※※※〗		
摔	ryxf	ryx		0	0	0	〖※※※〗		
撇	rumt			0	0	0	〖※※※〗		
聚	bcti	bct		0	0	0	〖※※※〗		
慕	ajdn			0	0	0	〖※※※〗		
暮	ajdj			0	0	0	〖※※※〗		
摹	ajdr			0	0	0	〖※※※〗		
蔓	ajlc	ajl		0	0	0	〖※※※〗		
蔑	aldt		⊙aldy	0	0	0	〖※※※〗		
蔡	awfi	awf		0	0	0	〖※※※〗		
蔗	ayao	aya		0	0	0	〖※※※〗		
蔽	aumt	aum		0	0	0	〖※※※〗		
蔼	ayjn	ayj		0	0	0	〖※※※〗		
熙	ahko	ahk		0	0	0	〖※※※〗		
蔚	anff	anf		0	0	0	〖※※※〗		
兢	dqdq	dqd		0	0	0	〖※※※〗		
模	sajd	saj		0	0	0	〖※※※〗		
槛	sjtl	sjt		0	0	0	〖※※※〗		
榴	sqyl	sqy		0	0	0	〖※※※〗		
榜	supy	sup		0	0	0	〖※※※〗		
榨	spwf	spw		0	0	0	〖※※※〗		
榕	spwk			0	0	0	〖※※※〗		
歌	sksw			0	0	0	〖※※※〗		
遭	gmap			0	0	0	〖※※※〗		
酵	sgfb			0	0	0	〖※※※〗		
酷	sgtk			0	0	0	〖※※※〗		
酿	sgye		pfiu	0	0	0	〖※※※〗		
酸	sgct	sgc		0	0	0	〖※※※〗		
碟	dans	dan		0	0	0	〖※※※〗		
碱	ddgt	ddg	⊙ddgy	0	0	0	〖※※※〗		
碳	dmdo	dmd		0	0	0	〖※※※〗		
磁	duxx	du/dux		0	0	0	〖※※※〗		
愿	drin			0	0	0	〖※※※〗		
需	fdmj	fdm		0	0	0	〖※※※〗		
辖	lpdk			0	0	0	〖※※※〗		
辗	lnae	lna		0	0	0	〖※※※〗		
雌	hxwy	hxw		0	0	0	〖※※※〗		
裳	ipke			0	0	0	〖※※※〗		
颗	jsdm	jsd		0	0	0	〖※※※〗		
瞅	htoy	hto		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
墅	jfcf			0	0	0	〖※※※〗		
嗽	kgkw			0	0	0	〖※※※〗		
踊	khce	khc		0	0	0	〖※※※〗		
蜻	jgeg			0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
蜡	jajg	jaj		0	0	0	〖※※※〗	横·左右〔一 ⿰〕	
蝇	jkjn	jk/jkj		0	0	0	〖※※※〗		
蜘	jtdk			0	0	0	〖※※※〗		
蝉	jujf			0	0	0	〖※※※〗		
嘛	kyss	ky/kys		0	0	0	〖※※※〗		
嘀	kumd			0	0	0	〖※※※〗		
赚	muvo	muv		0	0	0	〖※※※〗		
锹	qtoy	qto		0	0	0	〖※※※〗	捺·左右〔丶 ⿰〕	
锻	qwdc	qwd		0	0	0	〖※※※〗		
镀	qyac	qya		0	0	0	〖※※※〗		
舞	rlgh	rlg		0	0	0	〖※※※〗		
舔	tdgn			0	0	0	〖※※※〗		
稳	tqvn	tqv		0	0	0	〖※※※〗		
熏	tglo	tgl		0	0	0	〖※※※〗		
箕	tadw	tad		0	0	0	〖※※※〗		
算	thaj	tha		0	0	0	〖※※※〗	竖·上下〔丨 ⿱〕	
箩	tlqu	tlq		0	0	0	〖※※※〗	捺·上下〔丶 ⿱〕	
管	tpnn	tp/tph	⊙tphn	0	0	0	〖※※※〗		
箫	tvij			0	0	0	〖※※※〗		
舆	wflw	vlg	⊙vlgw	0	0	0	〖※※※〗		
僚	wdui	wdu		0	0	0	〖※※※〗		
僧	wulj	wul		0	0	0	〖※※※〗		
鼻	thlj	thl		0	0	0	〖※※※〗		
魄	rrqc			0	0	0	〖※※※〗		
魅	rqci			0	0	0	〖※※※〗		
貌	eerq			0	0	0	〖※※※〗		
膜	eajd			0	0	0	〖※※※〗		
膊	egef			0	0	0	〖※※※〗		
膀	eupy	eup		0	0	0	〖※※※〗		
鲜	qgud	qgu		0	0	0	〖※※※〗		
疑	xtdh			0	0	0	〖※※※〗		
孵	qytb			0	0	0	〖※※※〗		
馒	qnjc			0	0	0	〖※※※〗		
