char	code	code_short	code_more	units	flag
澮	iwgj			〖󰃁※󰄤※󰂶※󰃊〗	
澱	inac			〖󰃁※󰃡※󰁺※󰂘〗	
濁	ilqj			〖󰃁※󰃔※󰃷※󰃍〗	
濃	imae			〖󰃁※󰀿※󰁺※󰀖〗	
濛	iape			〖󰃁※󰄖※󰃱※󰀓〗	
熾	oyuj			〖󰃩※󰄶※󰄒※󰃊〗	
燀	okkf			〖󰃩※󰃏※󰃏※󰂱〗	
燈	owgu			〖󰃩※󰄧※󰂶※󰄕〗	
燒	offq			〖󰃩※󰂮※󰂮※󰃺〗	
燖	ovaf			〖󰃩※󰄢※󰂆※󰂳〗	
燙	ijgo			〖󰃁※󰃋※󰂶※󰃩〗	
燜	ouny			〖󰃩※󰄚※󰃢※󰁶〗	捺·左右〔丶 ⿰〕
營	oopk			〖󰃩※󰃩※󰃱※󰃏〗	
獨	qtlj			〖󰃻※󰁥※󰃔※󰃍〗	
獪	qtwj			〖󰃻※󰁥※󰄤※󰃊〗	
獫	qtww			〖󰃻※󰁥※󰄤※󰄤〗	
獲	qtac			〖󰃻※󰁥※󰄖※󰂘〗	
璕	gvaf			〖󰂷※󰄢※󰂆※󰂳〗	
璣	gxxw			〖󰂷※󰄩※󰄩※󰄤〗	
瘮	ucce			〖󰄛※󰂙※󰂙※󰂥〗	
瘲	utwh			〖󰄛※󰄎※󰄤※󰁾〗	
瘻	ulvd			〖󰄛※󰀻※󰄟※󰀌〗	横·杂合〔一 ⿻〕
盧	hlld			〖󰃀※󰃐※󰃕※󰀌〗	横·杂合〔一 ⿻〕
瞘	hakk			〖󰂼※󰂋※󰃏※󰃏〗	
瞜	hlvg			〖󰂼※󰀻※󰄟※󰀝〗	横·左右〔一 ⿰〕
瞞	hamy			〖󰂼※󰂊※󰃜※󰄼〗	
磚	dgjf			〖󰂠※󰂶※󰃋※󰂳〗	
磣	dcce			〖󰂠※󰂙※󰂙※󰂥〗	
磧	dgmy			〖󰂠※󰁽※󰃛※󰁶〗	捺·左右〔丶 ⿰〕
禪	pykf			〖󰃲※󰁶※󰃏※󰂱〗	
穇	tcce			〖󰄌※󰂙※󰂙※󰂥〗	
穌	qoty			〖󰁢※󰃨※󰄌※󰁶〗	捺·左右〔丶 ⿰〕
積	tgmy			〖󰄌※󰁽※󰃛※󰁶〗	捺·左右〔丶 ⿰〕
穎	xtdm			〖󰄮※󰄌※󰂢※󰃛〗	
窵	pwqo			〖󰃰※󰄦※󰁟※󰃨〗	
窶	pwlv			〖󰃰※󰄦※󰀻※󰄟〗	
窺	pwgq			〖󰃰※󰄦※󰂹※󰃺〗	
築	taws			〖󰄍※󰂆※󰄨※󰄅〗	
篔	tkmu			〖󰄍※󰃏※󰃛※󰁧〗	捺·上下〔丶 ⿱〕
篢	tamu			〖󰄍※󰂆※󰃛※󰁧〗	捺·上下〔丶 ⿱〕
篤	tcou			〖󰄍※󰀋※󰃨※󰁧〗	捺·上下〔丶 ⿱〕
篩	ttnh			〖󰄍※󰄋※󰃧※󰂺〗	
篳	tjag			〖󰄍※󰃋※󰄖※󰀟〗	
緻	xgct			〖󰄫※󰂶※󰂙※󰄏〗	
縈	oopi			〖󰃩※󰃩※󰃱※󰃅〗	
縉	xgoj			〖󰄫※󰂶※󰃬※󰃊〗	
縊	xuwl			〖󰄫※󰄕※󰄦※󰃕〗	
縐	xqbt			〖󰄫※󰃷※󰂔※󰄋〗	
縑	xuvw			〖󰄫※󰄕※󰁬※󰄦〗	
縗	xyke			〖󰄫※󰄶※󰃏※󰀔〗	
縛	xsfy			〖󰄫※󰄊※󰂳※󰁶〗	捺·左右〔丶 ⿰〕
縝	xfhw			〖󰄫※󰂱※󰀣※󰄦〗	
縞	xymk			〖󰄫※󰁸※󰃜※󰃏〗	
縟	xdff			〖󰄫※󰂡※󰂭※󰂳〗	
縣	hiti			〖󰀣※󰃅※󰄋※󰃅〗	
縧	xwhs			〖󰄫※󰄥※󰂺※󰄉〗	
縫	xtdp			〖󰄫※󰄐※󰂜※󰃮〗	
縭	xyrc			〖󰄫※󰄶※󰄄※󰂙〗	
罃	oopb			〖󰃩※󰃩※󰃱※󰂔〗	
膩	eafy			〖󰂧※󰀁※󰂭※󰄼〗	
興	emgw			〖󰀗※󰀿※󰂶※󰄦〗	
舉	egng			〖󰀗※󰂶※󰁕※󰀟〗	
艙	tuwk			〖󰄋※󰁪※󰄤※󰃏〗	
蕭	avfj			〖󰄖※󰁬※󰂱※󰀲〗	
蕷	acnm			〖󰄖※󰁻※󰃦※󰃛〗	
薈	awgj			〖󰄖※󰄤※󰂶※󰃊〗	
薊	aqoj			〖󰄖※󰁢※󰃨※󰃉〗	
薑	aglg			〖󰄖※󰂶※󰃐※󰂶〗	
薔	afwk			〖󰄖※󰂮※󰄤※󰃏〗	
薟	awgw			〖󰄖※󰄤※󰂶※󰄤〗	
薦	aogo			〖󰄖※󰁙※󰂶※󰃨〗	
薩	abug			〖󰄖※󰂏※󰄓※󰁽〗	
螄	jtnh			〖󰃍※󰄋※󰃧※󰂺〗	
螞	jcoy			〖󰃍※󰀋※󰃨※󰁶〗	捺·左右〔丶 ⿰〕
螢	oopj			〖󰃩※󰃩※󰃱※󰃍〗	
褸	pulv			〖󰃳※󰁧※󰀻※󰄟〗	
襀	pugm			〖󰃳※󰁧※󰁽※󰃛〗	
覦	wgeq			〖󰄤※󰂶※󰂧※󰃺〗	
親	ushq			〖󰄓※󰄉※󰂼※󰃺〗	
諜	yans			〖󰄴※󰂊※󰄃※󰄅〗	
諝	ynhe			〖󰄴※󰃦※󰁾※󰂧〗	
諞	yyna			〖󰄴※󰄼※󰃡※󰄖〗	
諟	yjgh			〖󰄴※󰃊※󰂶※󰁾〗	
諢	yplh			〖󰄴※󰃱※󰃗※󰀢〗	竖·左右〔丨 ⿰〕
諤	ykkn			〖󰄴※󰃏※󰃏※󰁔〗	
諦	yyuh			〖󰄴※󰄶※󰄒※󰂺〗	
諧	yxxr			〖󰄴※󰁴※󰄮※󰃽〗	
諫	yslg			〖󰄴※󰄅※󰀹※󰀝〗	横·左右〔一 ⿰〕
諭	ywgj			〖󰄴※󰄤※󰂶※󰃉〗	
諱	ynkg			〖󰄴※󰁆※󰃏※󰂅〗	
諲	ysfg			〖󰄴※󰄈※󰂮※󰀝〗	横·左右〔一 ⿰〕
諳	yujg			〖󰄴※󰄓※󰃊※󰀝〗	横·左右〔一 ⿰〕
諴	ydgk			〖󰄴※󰂤※󰂶※󰃏〗	
諶	ydwn			〖󰄴※󰀎※󰄦※󰄃〗	
諷	ywtj			〖󰄴※󰁰※󰄋※󰃍〗	
諺	yute			〖󰄴※󰄓※󰄋※󰂥〗	
諼	yegc			〖󰄴※󰂦※󰂶※󰂘〗	
謀	yfsy			〖󰄴※󰂴※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
謁	yjqn			〖󰄴※󰃋※󰃷※󰄃〗	
謂	yleg			〖󰄴※󰃐※󰂧※󰀝〗	横·左右〔一 ⿰〕
謊	yayk			〖󰄴※󰄖※󰄶※󰀸〗	
謎	yopy			〖󰄴※󰃪※󰃮※󰁶〗	捺·左右〔丶 ⿰〕
謏	yehc			〖󰄴※󰂪※󰂺※󰂘〗	
謔	yhag			〖󰄴※󰃀※󰂋※󰂶〗	
賴	skqm			〖󰄅※󰃏※󰃸※󰃛〗	
賵	mjhg			〖󰃛※󰀰※󰂼※󰀝〗	横·左右〔一 ⿰〕
赬	fohm			〖󰂮※󰁖※󰀥※󰃛〗	
踴	khce			〖󰃏※󰂾※󰁻※󰂫〗	
輮	lcns			〖󰃗※󰁻※󰃦※󰄅〗	
輯	lkbg			〖󰃗※󰃏※󰂐※󰀝〗	横·左右〔一 ⿰〕
輳	ldwd			〖󰃗※󰂜※󰄤※󰂝〗	
輶	lusg			〖󰃗※󰄒※󰄇※󰂶〗	
輸	lwgj			〖󰃗※󰄤※󰂶※󰃉〗	
輻	lgkl			〖󰃗※󰂶※󰃏※󰃐〗	
輼	ljlg			〖󰃗※󰃋※󰃕※󰀝〗	横·左右〔一 ⿰〕
辦	ueuh			〖󰄔※󰂫※󰄔※󰀢〗	竖·左右〔丨 ⿰〕
還	lgkp			〖󰃔※󰂶※󰃏※󰃮〗	
鄺	oamb			〖󰃫※󰁺※󰃙※󰂏〗	
醖	sgjl			〖󰄇※󰂶※󰃊※󰃕〗	
醜	sgrc			〖󰄇※󰂶※󰃽※󰂙〗	
鋸	qndg			〖󰃶※󰃡※󰂟※󰀝〗	横·左右〔一 ⿰〕
鋹	qdey			〖󰃶※󰀍※󰀖※󰁶〗	捺·左右〔丶 ⿰〕
鋼	qmum			〖󰃶※󰃜※󰄕※󰃘〗	
錀	qwga			〖󰃶※󰄤※󰂶※󰄖〗	
錁	qjsy			〖󰃶※󰃋※󰄅※󰁶〗	捺·左右〔丶 ⿰〕
錆	qgeg			〖󰃶※󰁽※󰂧※󰀝〗	横·左右〔一 ⿰〕
錇	qukg			〖󰃶※󰄓※󰃏※󰀝〗	横·左右〔一 ⿰〕
錈	qugb			〖󰃶※󰄒※󰂹※󰂑〗	
錐	qwyg			〖󰃶※󰄥※󰁷※󰀝〗	横·左右〔一 ⿰〕
錕	qjxx			〖󰃶※󰃊※󰁴※󰄮〗	
錘	qtfa		⊙qtgf	〖󰃶※󰄋※󰂯※󰁺〗	
錙	qvlg			〖󰃶※󰄞※󰃐※󰀝〗	横·左右〔一 ⿰〕
錛	qdfa			〖󰃶※󰂝※󰂱※󰂉〗	
錞	qybg			〖󰃶※󰁸※󰂍※󰀝〗	横·左右〔一 ⿰〕
錟	qooy			〖󰃶※󰃩※󰃩※󰁶〗	捺·左右〔丶 ⿰〕
錠	qpgh			〖󰃶※󰃰※󰂶※󰁾〗	
錡	qdsk			〖󰃶※󰂝※󰄆※󰃏〗	
錢	qaay			〖󰃶※󰂇※󰂇※󰁶〗	捺·左右〔丶 ⿰〕
錤	qdwy			〖󰃶※󰀎※󰄦※󰁶〗	捺·左右〔丶 ⿰〕
錦	qrmh			〖󰃶※󰃽※󰃜※󰂺〗	
錨	qalg			〖󰃶※󰄖※󰃐※󰀝〗	横·左右〔一 ⿰〕
錫	qjqr			〖󰃶※󰃊※󰃷※󰁤〗	
錮	qldg			〖󰃶※󰃒※󰂟※󰀝〗	横·左右〔一 ⿰〕
錯	qajg			〖󰃶※󰁺※󰃊※󰀝〗	横·左右〔一 ⿰〕
録	qviy			〖󰃶※󰁭※󰃃※󰁶〗	捺·左右〔丶 ⿰〕
錳	qblg			〖󰃶※󰂍※󰃕※󰀝〗	横·左右〔一 ⿰〕
錶	qgey			〖󰃶※󰁽※󰀔※󰁶〗	捺·左右〔丶 ⿰〕
錸	qsww			〖󰃶※󰄅※󰄤※󰄤〗	
鍀	qjgf			〖󰃶※󰃋※󰂶※󰂳〗	
鍁	qrqw			〖󰃶※󰄀※󰄾※󰄤〗	
鍃	qqrn			〖󰃶※󰃷※󰁤※󰃢〗	
鍆	qug			〖󰃶※󰄚※󰀝〗	横·左右〔一 ⿰〕
鍈	qamd			〖󰃶※󰄖※󰀿※󰂝〗	
鍋	qmnk			〖󰃶※󰀿※󰁈※󰃏〗	
鍩	qadk			〖󰃶※󰄖※󰁼※󰃏〗	
鍵	qvgp			〖󰃶※󰁬※󰀟※󰃯〗	
鍺	qftj			〖󰃶※󰂮※󰄋※󰃊〗	
閶	ujjd			〖󰄚※󰃊※󰃋※󰀌〗	横·杂合〔一 ⿻〕
閹	udjn			〖󰄚※󰂝※󰃋※󰄻〗	
閻	uqed			〖󰄚※󰃸※󰂪※󰀌〗	横·杂合〔一 ⿻〕
閼	uywu			〖󰄚※󰄸※󰄤※󰁦〗	
閽	uqaj			〖󰄚※󰁚※󰀁※󰃊〗	
閾	uakg			〖󰄚※󰂇※󰃏※󰀞〗	
閿	uepc			〖󰄚※󰂦※󰃱※󰂘〗	
闍	uftj			〖󰄚※󰂮※󰄋※󰃊〗	
隮	byjg			〖󰂏※󰀴※󰀳※󰀝〗	横·左右〔一 ⿰〕
隱	bean			〖󰂏※󰂦※󰂆※󰃢〗	
頤	ahkm			〖󰂋※󰂺※󰃏※󰃛〗	
頭	gkum			〖󰂶※󰃏※󰄕※󰃛〗	
頰	dwwm			〖󰂝※󰄤※󰄤※󰃛〗	
頵	vtkm			〖󰁬※󰄋※󰃏※󰃛〗	
頷	wynm			〖󰄤※󰄼※󰃦※󰃛〗	
頸	gvam			〖󰂶※󰄞※󰂆※󰃛〗	
頻	hhdm			〖󰂾※󰀤※󰂢※󰃛〗	
頽	twdm			〖󰄌※󰄨※󰂢※󰃛〗	
餛	wvjx			〖󰁱※󰅞※󰃊※󰄮〗	
餜	wvjs			〖󰁱※󰅞※󰃋※󰄅〗	
餞	wvaa			〖󰁱※󰅞※󰂇※󰂇〗	
餡	wvqe			〖󰁱※󰅞※󰃸※󰂪〗	
館	wvpn			〖󰁱※󰅞※󰃰※󰃧〗	
駡	kkco			〖󰃏※󰃏※󰀋※󰃨〗	
駢	coua			〖󰀋※󰃨※󰄕※󰂉〗	
駪	cotq			〖󰀋※󰃨※󰄋※󰃺〗	
駭	coyw			〖󰀋※󰃨※󰄶※󰄤〗	
駰	cold			〖󰀋※󰃨※󰃒※󰂝〗	
駱	cotk			〖󰀋※󰃨※󰄐※󰃏〗	
鮀	qopx			〖󰁢※󰃨※󰃰※󰄮〗	
鮁	qody			〖󰁢※󰃨※󰁼※󰄼〗	
鮃	qogf			〖󰁢※󰃨※󰂶※󰂱〗	
鮈	qoqk			〖󰁢※󰃨※󰃷※󰃏〗	
鮊	qorg			〖󰁢※󰃨※󰃽※󰀝〗	横·左右〔一 ⿰〕
鮋	qomg			〖󰁢※󰃨※󰃙※󰀝〗	横·左右〔一 ⿰〕
鮍	qoby			〖󰁢※󰃨※󰂗※󰁶〗	捺·左右〔丶 ⿰〕
鮎	qohk			〖󰁢※󰃨※󰀥※󰃏〗	
鮐	qock			〖󰁢※󰃨※󰂙※󰃏〗	
鮑	qoqn			〖󰁢※󰃨※󰃷※󰃠〗	
鮒	qowf			〖󰁢※󰃨※󰄥※󰂳〗	
鮓	qotf			〖󰁢※󰃨※󰁿※󰂭〗	
鮣	qoqb			〖󰁢※󰃨※󰁚※󰂕〗	
鴒	wyco			〖󰄤※󰄼※󰁻※󰃨〗	
鴕	qopx			〖󰁟※󰃨※󰃰※󰄮〗	
鴛	qbqo			〖󰃹※󰂑※󰁟※󰃨〗	
鴝	qkqo			〖󰃷※󰃏※󰁟※󰃨〗	
鴞	kgno			〖󰃏※󰂶※󰁔※󰃨〗	
鴟	qayo			〖󰁚※󰀁※󰄼※󰃨〗	
鴣	dqoy			〖󰂟※󰁟※󰃨※󰁶〗	捺·左右〔丶 ⿰〕
鴦	mdqo			〖󰀿※󰂝※󰁟※󰃨〗	
鴨	lqoy			〖󰃑※󰁟※󰃨※󰁶〗	捺·左右〔丶 ⿰〕
龍	uegd			〖󰄓※󰂧※󰂶※󰂜〗	
𨨏	qiby			〖󰃶※󰃁※󰂗※󰁶〗	捺·左右〔丶 ⿰〕
償	wipm			〖󰄥※󰃆※󰃱※󰃛〗	
優	wdet			〖󰄥※󰂢※󰀐※󰄐〗	
儲	wyfj			〖󰄥※󰄴※󰂮※󰃊〗	
嚀	kpns			〖󰃏※󰃰※󰃢※󰄆〗	
嚇	kfoo			〖󰃏※󰂮※󰁖※󰁖〗	
嚮	xtyk			〖󰁲※󰄋※󰄼※󰃏〗	
壓	djef			〖󰂡※󰃋※󰂧※󰂮〗	
壙	foaw			〖󰂮※󰃫※󰁺※󰄦〗	
嬪	vpgm			〖󰄟※󰃰※󰂶※󰃛〗	
嬰	mmvf			〖󰃛※󰃛※󰄟※󰀘〗	横·上下〔一 ⿱〕
尷	dnal			〖󰁼※󰄻※󰂋※󰃕〗	
屨	ntlv			〖󰃡※󰄎※󰀻※󰄟〗	
嶸	moos			〖󰃘※󰃩※󰃩※󰄅〗	
嶺	mwym			〖󰃘※󰄤※󰄼※󰃛〗	
幫	fffh			〖󰂮※󰂮※󰂳※󰂺〗	
幬	mhff			〖󰃜※󰂺※󰂯※󰂳〗	
彌	xgwr			〖󰄬※󰂶※󰄦※󰄄〗	
懇	evnu			〖󰂩※󰄣※󰃢※󰁧〗	捺·上下〔丶 ⿱〕
應	owwn			〖󰃫※󰄥※󰄥※󰃢〗	
懨	ndjd			〖󰃣※󰂡※󰃊※󰂣〗	
戲	hgka			〖󰃀※󰂶※󰃏※󰂇〗	
擊	lbwr			〖󰃗※󰂔※󰄨※󰃾〗	
擠	ryjg			〖󰃿※󰀴※󰀳※󰀝〗	横·左右〔一 ⿰〕
擬	rxth			〖󰃿※󰄮※󰁿※󰁾〗	
擯	rpgm			〖󰃿※󰃰※󰂶※󰃛〗	
擰	rpns			〖󰃿※󰃰※󰃢※󰄆〗	
擱	rutk			〖󰃿※󰄚※󰄐※󰃏〗	
擲	rusb			〖󰃿※󰄒※󰄇※󰂏〗	
擴	roaw			〖󰃿※󰃫※󰁺※󰄦〗	
斂	wgkt			〖󰄤※󰂶※󰃏※󰄏〗	
斃	itgx			〖󰃇※󰄏※󰂶※󰄮〗	
曖	jept			〖󰃊※󰂦※󰃱※󰄐〗	
檉	sbkg			〖󰄅※󰂐※󰃏※󰂷〗	
檔	sipl			〖󰄅※󰃆※󰃱※󰃐〗	
檜	swgj			〖󰄅※󰄤※󰂶※󰃊〗	
檟	ssmy			〖󰄅※󰄈※󰃛※󰁶〗	捺·左右〔丶 ⿰〕
檢	swgw			〖󰄅※󰄤※󰂶※󰄤〗	
檣	sfwk			〖󰄅※󰂮※󰄤※󰃏〗	
櫛	stvb			〖󰄅※󰄍※󰁮※󰂕〗	
歟	egnw			〖󰀗※󰂶※󰁕※󰄤〗	
殮	gqww			〖󰂶※󰃹※󰄤※󰄤〗	
氈	ylke			〖󰄶※󰃒※󰃏※󰂬〗	
澀	ivyh			〖󰃁※󰄠※󰄼※󰂾〗	
濕	ijxo			〖󰃁※󰃊※󰄩※󰃨〗	
濘	ipns			〖󰃁※󰃰※󰃢※󰄆〗	
濚	ioos			〖󰃁※󰃩※󰃩※󰄅〗	
濜	ivhl			〖󰃁※󰁬※󰂺※󰃕〗	
濟	iyjg			〖󰃁※󰀴※󰀳※󰀝〗	横·左右〔一 ⿰〕
濤	ifnf			〖󰃁※󰂯※󰃦※󰂳〗	
濫	iahl			〖󰃁※󰂋※󰂺※󰃕〗	
濰	ixwy			〖󰃁※󰄫※󰄥※󰁷〗	
濱	ipgm			〖󰃁※󰃰※󰂶※󰃛〗	
燦	ohqo			〖󰃩※󰀥※󰃹※󰃪〗	
燭	olqj			〖󰃩※󰃔※󰃷※󰃍〗	
燴	owgj			〖󰃩※󰄤※󰂶※󰃊〗	
獮	qtgr			〖󰃻※󰁥※󰂶※󰄄〗	
獰	qtps			〖󰃻※󰁥※󰃰※󰄆〗	
獷	qtow			〖󰃻※󰁥※󰃫※󰄦〗	
璗	ijgy			〖󰃁※󰃋※󰂶※󰄼〗	
璦	gept			〖󰂷※󰂦※󰃱※󰄐〗	
璫	gipl			〖󰂷※󰃆※󰃱※󰃐〗	
環	glge			〖󰂷※󰃔※󰂶※󰀔〗	
璵	gegw			〖󰂷※󰀗※󰂶※󰄦〗	
療	udui			〖󰄛※󰂝※󰄒※󰃅〗	
癆	uooe			〖󰄛※󰃩※󰃩※󰂫〗	
癇	uued			〖󰄛※󰄚※󰂧※󰀌〗	横·杂合〔一 ⿻〕
癉	ukkf			〖󰄛※󰃏※󰃏※󰂱〗	
癘	uajy			〖󰄛※󰄖※󰃋※󰄼〗	
矯	tdtk			〖󰁿※󰂝※󰄋※󰃏〗	
磯	dxxw			〖󰂠※󰄩※󰄩※󰄤〗	
磽	dffq			〖󰂠※󰂮※󰂮※󰃺〗	
磾	dkkf			〖󰂠※󰃏※󰃏※󰂱〗	
礄	dtdk			〖󰂠※󰄋※󰂝※󰃏〗	
禦	ttgi			〖󰄎※󰁿※󰂶※󰃅〗	
禮	pymu			〖󰃲※󰁶※󰀿※󰄕〗	
簀	tgmu			〖󰄍※󰁽※󰃛※󰁧〗	捺·上下〔丶 ⿱〕
簍	tlvf			〖󰄍※󰀻※󰄟※󰀘〗	横·上下〔一 ⿱〕
糝	occe			〖󰃪※󰂙※󰂙※󰂥〗	
糞	olaw			〖󰃪※󰃐※󰁺※󰄦〗	
縮	xpwj			〖󰄫※󰃰※󰄥※󰃊〗	
縯	xpgw			〖󰄫※󰃰※󰂶※󰄦〗	
縱	xtwh			〖󰄫※󰄎※󰄤※󰁾〗	
縲	xlxi			〖󰄫※󰃐※󰄩※󰃅〗	
縴	xyxg			〖󰄫※󰄶※󰄩※󰀟〗	
縵	xjlc			〖󰄫※󰃋※󰃔※󰂘〗	
縶	fufi			〖󰂮※󰄕※󰂱※󰃅〗	
縷	xlvg			〖󰄫※󰀻※󰄟※󰀝〗	横·左右〔一 ⿰〕
縹	xsfi			〖󰄫※󰄈※󰂭※󰃅〗	
總	xtln			〖󰄫※󰄋※󰃒※󰃢〗	
績	xgmy			〖󰄫※󰁽※󰃛※󰁶〗	捺·左右〔丶 ⿰〕
繅	xvjs			〖󰄫※󰄞※󰃋※󰄅〗	
繆	xnwe			〖󰄫※󰃥※󰄤※󰂥〗	
耬	fslv			〖󰂭※󰄅※󰀻※󰄟〗	
聯	bxxg			〖󰂐※󰄩※󰄩※󰂶〗	
聰	btln			〖󰂐※󰄋※󰃒※󰃢〗	
聲	fnwb			〖󰂯※󰁅※󰄨※󰂐〗	
聳	twwb			〖󰄎※󰄤※󰄤※󰂐〗	
膽	eqdy			〖󰂧※󰃸※󰂡※󰄳〗	
膾	ewgj			〖󰂧※󰄤※󰂶※󰃊〗	
膿	emae			〖󰂧※󰀿※󰁺※󰀖〗	
臉	ewgw			〖󰂧※󰄤※󰂶※󰄤〗	
臨	ahnk			〖󰂋※󰂺※󰁃※󰃏〗	
舊	awye			〖󰄖※󰄥※󰁷※󰂪〗	
艱	akgv			〖󰂊※󰃏※󰂹※󰄣〗	
薴	apns			〖󰄖※󰃰※󰃢※󰄆〗	
薺	ayjf			〖󰄖※󰀴※󰀳※󰀘〗	横·上下〔一 ⿱〕
藍	aahl			〖󰄖※󰂋※󰂺※󰃕〗	
藎	avhl			〖󰄖※󰁬※󰂺※󰃕〗	
虧	hwyn			〖󰃀※󰄥※󰁷※󰁔〗	
螮	jaqh			〖󰃍※󰂊※󰃺※󰂺〗	
螻	jlvg			〖󰃍※󰀻※󰄟※󰀝〗	横·左右〔一 ⿰〕
蟄	fufj			〖󰂮※󰄕※󰂱※󰃍〗	
蟈	jlag			〖󰃍※󰃒※󰂇※󰀞〗	
蟎	jamy			〖󰃍※󰂊※󰃜※󰄼〗	
褻	yfwe			〖󰄶※󰂮※󰄦※󰀔〗	
襇	puuj			〖󰃳※󰁧※󰄚※󰃊〗	
襏	puwc			〖󰃳※󰁧※󰄧※󰂘〗	
襖	putd			〖󰃳※󰁧※󰄋※󰂝〗	
覬	mgkq			〖󰃘※󰂶※󰃏※󰃺〗	
覯	amfq			〖󰀀※󰃜※󰂮※󰃺〗	
謄	eugy			〖󰂧※󰄒※󰂹※󰄳〗	
謅	yqbt			〖󰄴※󰃷※󰂔※󰄋〗	
謐	yntl			〖󰄴※󰃢※󰄋※󰃕〗	
謖	ylwt			〖󰄴※󰃐※󰄦※󰄐〗	
謗	yyuy			〖󰄴※󰄶※󰄒※󰄸〗	
謙	yuvw			〖󰄴※󰄕※󰁬※󰄦〗	
謚	yuwl			〖󰄴※󰄕※󰄦※󰃕〗	
講	yamf			〖󰄴※󰀀※󰃜※󰂮〗	
謝	ytmf			〖󰄴※󰄋※󰀽※󰂳〗	
謡	yetb			〖󰄴※󰂦※󰁿※󰂔〗	
謨	yajd			〖󰄴※󰄖※󰃋※󰂝〗	
賺	muvw			〖󰃛※󰄕※󰁬※󰄦〗	
賻	msfy			〖󰃛※󰄊※󰂳※󰁶〗	捺·左右〔丶 ⿰〕
購	mamf			〖󰃛※󰀀※󰃜※󰂮〗	
賽	pawm			〖󰃰※󰀀※󰄦※󰃛〗	
贅	gqtm			〖󰁽※󰁡※󰄏※󰃛〗	
趨	fhqt			〖󰂮※󰁾※󰃷※󰄋〗	
蹌	khwk			〖󰃏※󰂾※󰄤※󰃏〗	
蹕	khjg			〖󰃏※󰂾※󰃋※󰀟〗	
輾	lnae			〖󰃗※󰃡※󰁺※󰀖〗	
輿	elgw			〖󰀗※󰃗※󰂶※󰄦〗	
轂	fpgc			〖󰂯※󰃱※󰂶※󰂘〗	
轄	lpdk			〖󰃗※󰃰※󰂜※󰃏〗	
轅	lfke			〖󰃗※󰂮※󰃏※󰀔〗	
邇	gwmp			〖󰂶※󰄦※󰃜※󰃮〗	
鍇	qxxr			〖󰃶※󰁴※󰄮※󰃽〗	
鍍	qoac			〖󰃶※󰃫※󰂊※󰂘〗	
鍔	qkkn			〖󰃶※󰃏※󰃏※󰁔〗	
鍘	qmjh			〖󰃶※󰃛※󰃉※󰀢〗	竖·左右〔丨 ⿰〕
鍚	qjgr			〖󰃶※󰃊※󰂶※󰁤〗	
鍛	qthc			〖󰃶※󰄋※󰂺※󰂘〗	
鍠	qrgg			〖󰃶※󰃽※󰂷※󰀝〗	横·左右〔一 ⿰〕
鍤	qtfe			〖󰃶※󰄋※󰂱※󰂪〗	
鍥	qdhd			〖󰃶※󰂜※󰂺※󰂝〗	
鍬	qtoy			〖󰃶※󰄌※󰃩※󰁶〗	捺·左右〔丶 ⿰〕
鍭	qwnd			〖󰃶※󰄥※󰁄※󰂝〗	
鍰	qegc			〖󰃶※󰂦※󰂶※󰂘〗	
鍶	qlny			〖󰃶※󰃐※󰃢※󰁶〗	捺·左右〔丶 ⿰〕
鍾	qtgf			〖󰃶※󰄋※󰂶※󰂮〗	
鎂	qugd			〖󰃶※󰄒※󰂷※󰂝〗	
鎄	qyey			〖󰃶※󰁸※󰀔※󰁶〗	捺·左右〔丶 ⿰〕
鎇	qnhg			〖󰃶※󰁅※󰂼※󰀝〗	横·左右〔一 ⿰〕
鎝	qawk			〖󰃶※󰄖※󰄤※󰃏〗	
鎡	quxx			〖󰃶※󰄕※󰄩※󰄩〗	
鎪	qehc			〖󰃶※󰂪※󰂺※󰂘〗	
闃	uhdi			〖󰄚※󰂼※󰂣※󰀦〗	捺·杂合〔丶 ⿻〕
闆	ukkk			〖󰄚※󰃏※󰃏※󰃏〗	
闈	unkg			〖󰄚※󰁆※󰃏※󰂅〗	
闉	usfd			〖󰄚※󰄈※󰂮※󰀌〗	横·杂合〔一 ⿻〕
闊	uitd			〖󰄚※󰃁※󰄋※󰂟〗	
闋	uwgd			〖󰄚※󰄧※󰂶※󰂝〗	
闌	usld			〖󰄚※󰄅※󰀹※󰀌〗	横·杂合〔一 ⿻〕
隸	sfii			〖󰄅※󰂭※󰃅※󰃃〗	
雖	kjwy			〖󰃏※󰃍※󰄥※󰁷〗	
韓	fjng			〖󰂱※󰃌※󰁆※󰂅〗	
顆	jsdm			〖󰃋※󰄅※󰂢※󰃛〗	
颶	wtjw			〖󰁰※󰄋※󰃍※󰄦〗	
餳	wvjr			〖󰁱※󰅞※󰃋※󰁤〗	
餶	wvme			〖󰁱※󰅞※󰀾※󰂧〗	
餷	wvsg			〖󰁱※󰅞※󰄅※󰂶〗	
餿	wvec			〖󰁱※󰅞※󰂪※󰂘〗	
駸	covc			〖󰀋※󰃨※󰄢※󰂘〗	
駼	cows			〖󰀋※󰃨※󰄤※󰄉〗	
駿	coct			〖󰀋※󰃨※󰂙※󰄐〗	
騁	comn			〖󰀋※󰃨※󰃙※󰁔〗	
騂	couh			〖󰀋※󰃨※󰄔※󰀢〗	竖·左右〔丨 ⿰〕
