unicode	char	group	level	ids	strokes	pinyin	stroke_seq	radical	freq	basic
U+95F6	闶	0	三级	⿵门亢	7	kàng	4254135	门	116	0
U+6C67	汧	0	三级	⿰氵开	7	qiān	4411132	氵	87	0
U+6C6B	汫	0	三级	⿰氵井	7	jǐng	4411132	水（氵氺）	0	0
U+23C98	𣲘	0	三级	⿰氵无	7	wǔ	4411135	水（氵氺）	0	0
U+23C97	𣲗	0	三级	⿰氵韦	7	wéi	4411152	水（氵氺）	0	0
U+6C84	沄	0	三级	⿰氵云	7	yún	4411154	水（氵氺）	100	0
U+6C98	沘	0	三级	⿰氵比	7	bǐ	4411535	水（氵氺）	19	0
U+2C1D9	𬇙	0	三级	⿰氵贝	7	bèi	4412534		0	0
U+6C6D	汭	0	三级	⿰氵内	7	ruì	4412534	水（氵氺）	35	0
U+3CC7	㳇	0	三级	⿰氵父	7	fù	4413434	水（氵氺）	0	0
U+6C87	沇	0	三级	⿰氵允	7	yǎn	4415435	氵	2	0
U+5FEE	忮	0	三级	⿰忄支	7	zhì	4421254	忄	69	0
U+5FF3	忳	0	三级	⿰忄屯	7	tún	4421525	心（忄⺗）	8	0
U+5FFA	忺	0	三级	⿰忄欠	7	xiān	4423534	心（忄⺗）	775	0
U+2C8E1	𬣡	0	三级	⿰讠戋	7	jiàn	4511534		0	0
U+7943	祃	0	三级	⿰礻马	7	mà	4524551	示（⺬礻）	4	0
U+8BC7	诇	0	三级	⿰讠冋	7	xiòng	4525251	言（訁）	3	0
U+90B2	邲	0	三级	⿰必阝	7	bì	4543452	邑（阝，在右）	9	0
U+8BCE	诎	0	三级	⿰讠出	7	qū	4552252	讠	147	0
U+8BD0	诐	0	三级	⿰讠皮	7	bì	4553254	言（訁）	14	0
U+5C43	屃	0	三级	⿸尸贝	7	xì	5132534	尸	588	0
U+2BE29	𫸩	0	三级	⿰弓区	7	kōu	5151345		0	0
U+5C8A	岊	0	三级	⿱巴山	7	jié	5215252	山	1	0
U+963D	阽	0	三级	⿰阝占	7	diàn	5221251	阝	35	0
U+48BA	䢺	0	三级	⿰出阝	8	chū	5225252	邑（阝，在右）	0	0
U+963C	阼	0	三级	⿰阝乍	7	zuò	5231211	阝	53	0
U+59A7	妧	0	三级	⿰女元	7	yuán	5311135	女	16	0
U+5998	妘	0	三级	⿰女云	7	yún	5311154	女	58	0
U+28695	𨚕	0	三级	⿰弁阝	7	biàn	5413252	邑（阝，在右）	0	0
U+7EAE	纮	0	三级	⿰纟厷	7	hóng	5511354	糸（糹）	468	0
U+9A72	驲	0	三级	⿰马日	7	rì	5512511	馬	5	0
U+2B61C	𫘜	0	三级	⿰马文	7	wén	5514134	馬	0	0
U+7EBB	纻	0	三级	⿰纟㝉	7	zhù	5514451	糸（糹）	66	0
U+2C618	𬘘	0	三级	⿰纟冘	7	dǎn	5514535		0	0
U+2B61D	𫘝	0	三级	⿰马夬	7	jué	5515134	馬	0	0
U+7EBC	纼	0	三级	⿰纟引	7	zhèn	5515152	糸（糹）	0	0
U+73A4	玤	0	三级	⿰王丰	8	bàng	11211112	玉(𤣩)	3	0
U+739E	玞	0	三级	⿰王夫	8	fū	11211134	玉(𤣩)	5	0
U+73B1	玱	0	三级	⿰王仓	8	qiāng	11213455	玉(𤣩)	58	0
U+739F	玟	0	三级	⿰王文	8	wén	11214134	王	7088	0
U+90BD	邽	0	三级	⿰圭阝	8	guī	12112152	邑（阝，在右）	102	0
U+90BF	邿	0	三级	⿰寺阝	8	shī	12112452	邑（阝，在右）	2	0
U+5765	坥	0	三级	⿰土且	8	qū	12125111	土	0	0
U+5770	坰	0	三级	⿰土冋	8	jiōng	12125251	土	78	0
U+576C	坬	0	三级	⿰土瓜	8	guà	12133544	土	8	0
U+577D	坽	0	三级	⿰土令	8	líng	12134454	土	0	0
U+5F06	弆	0	三级	⿱去廾	8	jǔ	12154132	廾	2	0
U+8035	耵	0	三级	⿰耳丁	8	dīng	12211112	耳	19	0
U+48BC	䢼	0	三级	⿰共阝	9	gōng	12213452	邑（阝，在右）	0	0
U+26B5C	𦭜	0	三级	⿱艹只	9	zhī	12225134	艸（艹）	0	0
U+830B	茋	0	三级	⿱艹氐	8	dǐ	12235154	艸（艹）	0	0
U+82E7	苧	0	三级	⿱艹宁	8	níng zhù	12244512	艹	33	0
U+82FE	苾	0	三级	⿱艹必	8	bì	12245434	艸（艹）	68	0
U+82E0	苠	0	三级	⿱艹民	8	mín	12251515	艹	5	0
U+6785	枅	0	三级	⿰木开	8	jī	12341132	木	0	0
U+3B4E	㭎	0	三级	⿰木冈	8	gāng	12342534	木	0	0
U+6798	枘	0	三级	⿰木内	8	ruì	12342534	木	95	0
U+678D	枍	0	三级	⿰木兮	8	yì	12343415	木	0	0
U+77FC	矼	0	三级	⿰石工	8	gāng	13251121	石	4	0
U+77FB	矻	0	三级	⿰石乞	8	kū	13251315	石	49	0
U+533C	匼	0	三级	⿷匚合	8	kē	13412515	匸	3	0
U+2CA02	𬨂	0	三级	⿰车氏	8	qí	152132115		0	0
U+2C029	𬀩	0	三级	⿰日韦	8	wěi	25111152		0	0
U+2C02A	𬀪	0	三级	⿰日见	8	xiàn	25112535		0	0
U+65FF	旿	0	三级	⿰日午	8	wǔ	25113112	日	16	0
U+6607	昇	0	三级	⿱日升	8	shēng	25113132	日	577	0
U+6604	昄	0	三级	⿰日反	8	bǎn	25113354	日	6	0
U+6612	昒	0	三级	⿰日勿	8	hū	25113533	日	7	0
U+6608	昈	0	三级	⿰日户	8	hù	25114513	日	0	0
U+5489	咉	0	三级	⿰口央	8	yāng	25125134	口	19	0
U+5487	咇	0	三级	⿰口必	8	bì	25145434	口	26	0
U+548D	咍	0	三级	⿰口台	8	hāi	25154251	口	1	0
U+5CB5	岵	0	三级	⿰山古	8	hù	25212251	山	128	0
U+5CBD	岽	0	三级	⿱山东	8	dōng	25215234	山	43	0
U+5CA8	岨	0	三级	⿰山且	8	qū	25225111	山	4	0
U+5C9E	岞	0	三级	⿰山乍	8	zuò	25231211	山	6	0
U+5CC2	峂	0	三级	⿰山冬	8	tóng	25235444	山	0	0
U+37C3	㟃	0	三级	⿰山司	8	sī	25251251	山	0	0
U+56F7	囷	0	三级	⿴囗禾	8	qūn	25312341	囗	24	0
U+2CB29	𬬩	0	三级	⿰钅弋	8	yì	31115154		0	0
U+9490	钐	0	三级	⿰钅彡	8	shān	31115333	钅	24	0
U+9494	钔	0	三级	⿰钅门	8	mén	31115425	钅	33	0
U+9496	钖	0	三级	⿰钅𠃓	8	yáng	31115533	金（釒）	9	0
U+7265	牥	0	三级	⿰牛方	8	fāng	31214153	牛	0	0
U+4F74	佴	0	三级	⿰亻耳	8	nài	32122111	亻	140	0
U+5788	垈	0	三级	⿱代土	8	dài	32154121	土	0	0
U+4F81	侁	0	三级	⿰亻先	8	shēn	32312135	人（亻）	18	0
U+4FB9	侹	0	三级	⿰亻廷	8	tǐng	32312154	人（亻）	2	0
U+4F78	佸	0	三级	⿰亻舌	8	huó	32312251	人（亻）	0	0
U+4F7A	佺	0	三级	⿰亻全	8	quán	32341121	人（亻）	237	0
U+96B9	隹	0	三级	隹	8	zhuī	32411121	隹	154	0
U+344A	㑊	0	三级	⿰亻亦	8	yì	32413234	人（亻）	0	0
U+4F82	侂	0	三级	⿰亻㡯	8	tuō	32413315	人（亻）	536	0
U+4F7D	佽	0	三级	⿰亻次	8	cì	32413534	亻	11	0
U+4F98	侘	0	三级	⿰亻宅	8	chà	32445315	人（亻）	30	0
U+90C8	郈	0	三级	⿰后阝	8	hòu	33125152	邑（阝，在右）	11	0
U+8220	舠	0	三级	⿰舟刀	8	dāo	33541453	舟	2	0
U+90D0	郐	0	三级	⿰会阝	8	kuài	34115452	阝	108	0
U+90C3	郃	0	三级	⿰合阝	8	hé	34125152	邑（阝，在右）	2164	0
U+653D	攽	0	三级	⿰分攵	8	bān	34533134	攴（攵）	21	0
U+80AD	肭	0	三级	⿰月内	8	nà	35112534	⺼	57	0
U+80B8	肸	0	三级	⿰月⿱八十	8	xī	35113412	肉（⺼）	6	0
U+80B7	肷	0	三级	⿰月欠	8	qiǎn	35113534	⺼	63	0
U+72C9	狉	0	三级	⿰犭丕	8	pī	35313241	犭	8	0
U+72DD	狝	0	三级	⿰犭尔	8	xiǎn	35335234	犬（犭）	234	0
U+9973	饳	0	三级	⿰饣出	8	duò	35552252	食（饣飠）	37	0
U+5FDE	忞	0	三级	⿱文心	8	mín	41344544	心	92	0
U+65BC	於	0	三级	⿰方仒	8	yú	41533444	方	45065	0
U+708C	炌	0	三级	⿰火介	8	kài	43343432	火（灬）	0	0
U+7086	炆	0	三级	⿰火文	8	wén	43344134	火	623	0
U+6CD9	泙	0	三级	⿰氵平	8	píng	44114312	氵	22	0
U+6CBA	沺	0	三级	⿰氵田	8	tián	44125121	水（氵氺）	0	0
U+6CC2	泂	0	三级	⿰氵冋	8	jiǒng	44125251	水（氵氺）	22	0
U+6CDC	泜	0	三级	⿰氵氐	8	zhī	44135154	水（氵氺）	2	0
U+6CC3	泃	0	三级	⿰氵句	8	jū	44135251	水（氵氺）	2	0
U+6CC7	泇	0	三级	⿰氵加	8	jiā	44153251	水（氵氺）	1	0
U+600A	怊	0	三级	⿰忄召	8	chāo	44253251	忄	15	0
U+5CC3	峃	0	三级	⿳𭕄冖山	8	xué	44345252	山	0	0
U+7A78	穸	0	三级	⿱穴夕	8	xī	44534354	穴	65	0
U+794B	祋	0	三级	⿰礻殳	8	duì	45243554	示（⺬礻）	3	0
U+794A	祊	0	三级	⿰礻方	8	bēng	45244153	示（⺬礻）	2	0
U+2B363	𫍣	0	三级	⿰讠同	8	tóng	45251251	言（訁）	0	0
U+2C8F3	𬣳	0	三级	⿰讠艮	8	hěn	455112134		0	0
U+2CA7D	𬩽	0	三级	⿰寻阝	9	xún	51112452		0	0
U+9E24	鸤	0	三级	⿰尸鸟	8	shī	51335451	鳥	2	0
U+5F22	弢	0	三级	⿰弓𠬢	8	tāo	51552254	弓	108	0
U+5F28	弨	0	三级	⿰弓召	8	chāo	51553251	弓	7	0
U+9651	陑	0	三级	⿰阝而	8	ér	52132522	阜（阝，在左）	4	0
U+2CBBF	𬮿	0	三级	⿰阝岂	9	gài	52252515		0	0
U+964E	陎	0	三级	⿰阝朱	8	shū	52311234	阜（阝，在左）	0	0
U+2CBC0	𬯀	0	三级	⿰阝齐	9	jī	52213432		0	0
U+537A	卺	0	三级	⿱丞㔾	8	jǐn	52534155	㔾	307	0
U+4E78	乸	0	三级	⿺也母	8	nǎ	52555414	乙（乚）	1	0
U+59AD	妭	0	三级	⿰女犮	8	bá	53113544	女	0	0
U+59C8	姈	0	三级	⿰女令	8	líng	53134454	女	1	0
U+2BC1B	𫰛	0	三级	⿰女𢀖	8	xíng	53154121		0	0
U+8FF3	迳	0	三级	⿺辶𢀖	8	jìng	54121454	辶	2733	0
U+53D5	叕	0	三级	⿱双双	8	zhuó	54545454	又	4	0
U+2CCF5	𬳵	0	三级	⿰马丕	8	pī	55113241		0	0
U+9A75	驵	0	三级	⿰马且	8	zǎng	55125111	马	37	0
U+2CCF6	𬳶	0	三级	⿰马冋	8	jiōng	55125251		0	0
U+4339	䌹	0	三级	⿰纟冋	11	jiǒng	55125251	糸（糹）	0	0
U+9A7A	驺	0	三级	⿰马刍	8	zōu	55135511	马	256	0
U+2B80A	𫠊	0	三级	⿰马玄	8	xuán	55141554	馬	0	0
U+7ECB	绋	0	三级	⿰纟弗	8	fú	55151532	纟	101	0
U+7ED0	绐	0	三级	⿰纟台	8	dài	55154251	纟	373	0
U+7809	砉	0	三级	⿱丰石	9	huā huò	111213251	石	111	0
U+8014	耔	0	三级	⿰耒子	9	zǐ	111234521	耒	11	0
U+36C3	㛃	0	三级	⿱㓞女	9	jié	111253531	女	0	0
U+73B6	玶	0	三级	⿰王平	9	píng	112114312	玉(𤣩)	0	0
U+73C7	珇	0	三级	⿰王且	9	zǔ	112125111	玉(𤣩)	7	0
U+73C5	珅	0	三级	⿰王申	9	shēn	112125112	玉(𤣩)	5345	0
U+2C35B	𬍛	0	三级	⿰王乐	9	lì	112135234		0	0
U+73CB	珋	0	三级	⿰王卯	9	liǔ	112135352	玉(𤣩)	6	0
U+73B9	玹	0	三级	⿰王玄	9	xuán	112141554	玉(𤣩)	123	0
U+73CC	珌	0	三级	⿰王必	9	bì	112145434	玉(𤣩)	18	0
U+73BF	玿	0	三级	⿰王召	9	sháo	112153251	玉(𤣩)	0	0
U+97E8	韨	0	三级	⿰韦犮	9	fú	115213544	韋	6	0
U+579A	垚	0	三级	⿱土𪢴	9	yáo	121121121	土	70	0
U+57AF	垯	0	三级	⿰土达	9	da	121134454	土	33	0
U+5799	垙	0	三级	⿰土光	9	guāng	121243135	土	0	0
U+57B2	垲	0	三级	⿰土岂	9	kǎi	121252515	土	45	0
U+57CF	埏	0	三级	⿰土延	9	shān	121321554	土	29	0
U+578D	垍	0	三级	⿰土自	9	jì	121325111	土	128	0
U+8007	耇	0	三级	⿸耂句	9	gǒu	121335251	老（耂）	3	0
U+9FCD	鿍	0	三级	⿰土夅	9	gàng	121354152		0	0
U+578E	垎	0	三级	⿰土各	9	hè	121354251	土	0	0
U+57B4	垴	0	三级	⿰土㐫	9	nǎo	121413452	土	148	0
U+579F	垟	0	三级	⿰土羊	9	yáng	121431112	土	42	0
U+579E	垞	0	三级	⿰土宅	9	chá	121445315	土	42	0
U+6313	挓	0	三级	⿰扌宅	9	zhā	121445315	手（扌龵）	31	0
U+57B5	垵	0	三级	⿰土安	9	ān	121445531	土	5	0
U+578F	垏	0	三级	⿰土聿	9	lǜ	121511112	土	2	0
U+62F6	拶	0	三级	⿰扌𡿪	9	zā	121555354	扌	183	0
U+8356	荖	0	三级	⿱艹老	9	lǎo	122121335	艸（艹）	12	0
U+8341	荁	0	三级	⿱艹亘	9	huán	122125111	艸（艹）	0	0
U+8359	荙	0	三级	⿱艹达	9	dá	122134454	艸（艹）	4	0
U+835B	荛	0	三级	⿱艹尧	9	ráo	122153135	艹	132	0
U+8308	茈	0	三级	⿱艹此	9	cí	122212135	艹	92	0
U+833D	茽	0	三级	⿱艹仲	9	zhòng	122322512	艸（艹）	0	0
U+8344	荄	0	三级	⿱艹亥	9	gāi	122415334	艸（艹）	2	0
U+833A	茺	0	三级	⿱艹充	9	chōng	122415435	艹	116	0
U+2C72C	𬜬	0	三级	⿱艹问	9	màn	122425251		0	0
U+8353	荓	0	三级	⿱艹并	9	píng	122431132	艸（艹）	3	0
U+8333	茳	0	三级	⿱艹江	9	jiāng	122441121	艹	54	0
U+26C21	𦰡	0	三级	⿱艹那	11	nà	122511352	艸（艹）	0	0
U+831B	茛	0	三级	⿱艹艮	9	gèn	122511534	艹	494	0
U+836D	荭	0	三级	⿱艹红	9	hóng	122551121	艹	689	0
U+3B55	㭕	0	三级	⿰木去	9	qū	123412154	木	0	0
U+67F7	柷	0	三级	⿰木兄	9	zhù	123425135	木	18	0
U+67C3	柃	0	三级	⿰木令	9	líng	123434454	木	71	0
U+67CA	柊	0	三级	⿰木冬	9	zhōng	123435444	木	36	0
U+67B9	枹	0	三级	⿰木包	9	bāo	123435515	木	113	0
U+6810	栐	0	三级	⿰木永	9	yǒng	123445534	木	4	0
U+67D6	柖	0	三级	⿰木召	9	sháo	123453251	木	0	0
U+90DA	郚	0	三级	⿰吾阝	9	wú	125125152	邑（阝，在右）	3	0
U+5245	剅	0	三级	⿰豆刂	9	lóu	125143122	刀（刂）	0	0
U+4D13	䴓	0	三级	⿰帀鸟	15	shī	125235451	鳥	0	0
U+8FFA	迺	0	三级	⿺辶西	9	nǎi	125351454	辵（⻍辶）	52	0
U+5396	厖	0	三级	⿸厂尨	9	máng	131353334	厂	20	0
U+7806	砆	0	三级	⿰石夫	9	fū	132511134	石	3	0
U+7811	砑	0	三级	⿰石牙	9	yà	132511523	石	66	0
U+7804	砄	0	三级	⿰石夬	9	jué	132515134	石	3	0
U+800F	耏	0	三级	⿰而彡	9	nài	132522333	而	3	0
U+5953	奓	0	三级	⿱大多	9	zhā	134354354	大	50	0
U+4DAE	䶮	0	三级	⿱龙天	9	yǎn	135341134	龍	0	0
U+8F75	轵	0	三级	⿰车只	9	zhǐ	152125134	车	113	0
U+8F77	轷	0	三级	⿰车乎	9	hū	152134312	车	2	0
U+8F79	轹	0	三级	⿰车乐	9	lì	152135234	车	72	0
U+8F7A	轺	0	三级	⿰车召	9	yáo	152153251	车	477	0
U+663A	昺	0	三级	⿱日丙	9	bǐng	251112534	日	146	0
U+2AFA2	𪾢	0	三级	⿰目见	9	xiàn	251112535	目	0	0
U+663D	昽	0	三级	⿰日龙	9	lóng	251113534	日	118	0
U+76F7	盷	0	三级	⿰目匀	9	tián	251113541	目	29	0
U+54A1	咡	0	三级	⿰口耳	9	èr	251122111	口	3	0
U+54BA	咺	0	三级	⿰口亘	9	xuǎn	251125111	口	4	0
U+6633	昳	0	三级	⿰日失	9	dié	251131134	日	301	0
U+6623	昣	0	三级	⿰日㐱	9	zhěn	251134333	日	0	0
U+54D2	哒	0	三级	⿰口达	9	dā	251134454	口	11140	0
U+6624	昤	0	三级	⿰日令	9	líng	251134454	日	3	0
U+662B	昫	0	三级	⿰日句	9	xù	251135251	日	18	0
U+6621	昡	0	三级	⿰日玄	9	xuàn	251141554	日	8	0
U+54A5	咥	0	三级	⿰口至	9	xì	251154121	口	189	0
U+662A	昪	0	三级	⿱日弁	9	biàn	251154132	日	96	0
U+8677	虷	0	三级	⿰虫干	9	hán	251214112	虫	4	0
U+8678	虸	0	三级	⿰虫子	9	zǐ	251214521	虫	0	0
U+54C3	哃	0	三级	⿰口同	9	tóng	251251251	口	11	0
U+5CD8	峘	0	三级	⿰山亘	9	huán	252125111	山	1	0
U+8011	耑	0	三级	⿱山而	9	duān	252132522	而	22	0
U+5CDB	峛	0	三级	⿱山列	9	liè lǐ	252135422	山	1	0
U+2AA30	𪨰	0	三级	⿰山曲	9	qū	252251221	山	0	0
U+5CD7	峗	0	三级	⿰山危	9	wéi	252351355	山	1	0
U+5CE7	峧	0	三级	⿰山交	9	jiāo	252413434	山	66	0
U+5E21	帡	0	三级	⿰巾并	9	píng	252431132	巾	4	0
U+9498	钘	0	三级	⿰钅开	9	xíng	311151132	金（釒）	59	0
U+2B4E7	𫓧	0	三级	⿰钅夫	9	fū	311151134	金（釒）	0	0
U+949C	钜	0	三级	⿰钅巨	9	jù	311151515	钅	1496	0
U+2CB2E	𬬮	0	三级	⿰钅长	9	chǎng	311153154		0	0
U+2CB31	𬬱	0	三级	⿰钅斤	9	jīn	311153312		0	0
U+2CB2D	𬬭	0	三级	⿰钅仑	9	lún	311153435		0	0
U+94AA	钪	0	三级	⿰钅亢	9	kàng	311154135	钅	120	0
U+94AC	钬	0	三级	⿰钅火	9	huǒ	311154334	钅	65	0
U+94AD	钭	0	三级	⿰钅斗	9	dǒu	311154412	钅	109	0
U+77E7	矧	0	三级	⿰矢引	9	shěn	311345152	矢	82	0
U+79EC	秬	0	三级	⿰禾巨	9	jù	312341515	禾	9	0
U+4FEB	俫	0	三级	⿰亻来	9	lái	321431234	人（亻）	64	0
U+8201	舁	0	三级	⿱臼廾	9	yú	321511132	臼	172	0
U+4FDC	俜	0	三级	⿰亻甹	9	pīng	322512115	亻	73	0
U+4FD9	俙	0	三级	⿰亻希	9	xī	323413252	人（亻）	0	0
U+4FCD	俍	0	三级	⿰亻良	9	liáng	324511534	人（亻）	9	0
U+5795	垕	0	三级	⿱后土	9	hòu	331251121	土	148	0
U+884E	衎	0	三级	⿲彳干亍	9	kàn	332112112	行	34	0
U+8223	舣	0	三级	⿰舟义	9	yǐ	335414434	舟	28	0
U+5F07	弇	0	三级	⿱合廾	9	yǎn	341251132	廾	89	0
U+4FB4	侴	0	三级	⿱亼⿰丑刂	9	chǒu	341521122	人（亻）	0	0
U+9E27	鸧	0	三级	⿰仓鸟	9	cāng	345535451	鸟	18	0
U+43E1	䏡	0	三级	⿰月示	9	shì	351111234	肉（⺼）	0	0
U+80E0	胠	0	三级	⿰月去	9	qū	351112154	⺼	23	0
U+26676	𦙶	0	三级	⿰月古	9	gǔ	351112251	肉（⺼）	0	0
U+80C8	胈	0	三级	⿰月犮	9	bá	351113544	肉（⺼）	5	0
U+80E9	胩	0	三级	⿰月卡	9	kǎ	351121124	⺼	33	0
U+80E3	胣	0	三级	⿰月㐌	9	chǐ	351131525	肉（⺼）	3	0
U+670F	朏	0	三级	⿰月出	9	fěi	351152252	月	26	0
U+98D0	飐	0	三级	⿺风占	9	zhǎn	353421251	风	45	0
U+8A04	訄	0	三级	⿺九言	9	qiú	354111251	言（訁）	5	0
U+997B	饻	0	三级	⿰饣衣	9	xī	355413534	食（饣飠）	0	0
U+5EA4	庤	0	三级	⿸广寺	9	zhì	413121124	广	2	0
U+75A2	疢	0	三级	⿸疒火	9	chèn	413414334	疒	12	0
U+70A3	炣	0	三级	⿰火可	9	kě	433412512	火（灬）	0	0
U+709F	炟	0	三级	⿰火旦	9	dá	433425111	火（灬）	12	0
U+3DB2	㶲	0	三级	⿰火用	9	yòng	433435112	火（灬）	0	0
U+6D2D	洭	0	三级	⿰氵匡	9	kuāng	441111215	水（氵氺）	3	0
U+6D18	洘	0	三级	⿰氵考	9	kǎo	441121315	水（氵氺）	0	0
U+6D13	洓	0	三级	⿰氵朿	9	qì suǒ	441125234	水（氵氺）	1	0
U+6D3F	洿	0	三级	⿰氵夸	9	wū	441134115	水（氵氺）	7	0
U+3CDA	㳚	0	三级	⿰氵戍	9	xù	441134534	水（氵氺）	0	0
U+6CDA	泚	0	三级	⿰氵此	9	cǐ	441212135	水（氵氺）	435	0
U+6D48	浈	0	三级	⿰氵贞	9	zhēn	441212534	氵	168	0
U+6D49	浉	0	三级	⿰氵师	9	shī	441231252	氵	1	0
U+6D38	洸	0	三级	⿰氵光	9	guāng	441243135	水（氵氺）	25	0
U+6D11	洑	0	三级	⿰氵伏	9	fú	441321344	水（氵氺）	34	0
U+6D22	洢	0	三级	⿰氵伊	9	yī	441325113	水（氵氺）	18	0
U+6D08	洈	0	三级	⿰氵危	9	wéi	441351355	水（氵氺）	1	0
U+6D1A	洚	0	三级	⿰氵夅	9	jiàng	441354152	氵	25	0
U+6D3A	洺	0	三级	⿰氵名	9	míng	441354251	水（氵氺）	405	0
U+6D28	洨	0	三级	⿰氵交	9	xiáo	441413434	氵	65	0
U+6D50	浐	0	三级	⿰氵产	9	chǎn	441414313	氵	34	0
U+3CD8	㳘	0	三级	⿰氵充	9	chōng	441415435	水（氵氺）	0	0
U+6D34	洴	0	三级	⿰氵并	9	píng	441431132	水（氵氺）	10	0
U+6D23	洣	0	三级	⿰氵米	9	mǐ	441431234	氵	2	0
U+6054	恔	0	三级	⿰忄交	9	jiǎo	442413434	心（忄⺗）	1	0
U+5BAC	宬	0	三级	⿱宀成	9	chéng	445135534	宀	13	0
U+7A80	窀	0	三级	⿱穴屯	9	zhūn	445341525	穴	41	0
U+6242	扂	0	三级	⿸户占	9	diàn	451321251	户	0	0
U+8886	袆	0	三级	⿰衤韦	9	huī	452341152	衣（衤）	417	0
U+794F	祏	0	三级	⿰礻石	9	shí	452413251	示（⺬礻）	38	0
U+7950	祐	0	三级	⿰礻右	9	yòu	452413251	示（⺬礻）	2470	0
U+7955	祕	0	三级	⿰礻必	9	mì	452445434	礻	190	0
U+53DA	叚	0	三级	⿰⑤⿱コ又	9	xiá jiǎ	512115154	又	7	0
U+9667	陧	0	三级	⿰阝圼	9	niè	522511121	阝	54	0
U+965E	陞	0	三级	⿰阝𡉼	9	shēng	523132121	阝	42	0
U+5A00	娀	0	三级	⿰女戎	9	sōng	531113534	女	13	0
U+59DE	姞	0	三级	⿰女吉	9	jí	531121251	女	26	0
U+59F1	姱	0	三级	⿰女夸	9	kuā	531134115	女	11	0
U+59E4	姤	0	三级	⿰女后	9	gòu	531331251	女	52	0
U+59F6	姶	0	三级	⿰女合	9	è	531341251	女	10	0
U+59FD	姽	0	三级	⿰女危	9	guǐ	531351355	女	284	0
U+67B2	枲	0	三级	⿱台木	9	xǐ	542511234	木	10	0
U+7ED6	绖	0	三级	⿰纟至	9	dié	551154121	糸（糹）	16	0
U+9A83	骃	0	三级	⿰马因	9	yīn	551251341	馬	11	0
U+2C621	𬘡	0	三级	⿰纟因	9	yīn	551251341		0	0
U+2CCFD	𬳽	0	三级	⿰马先	9	shēn	551312135		0	0
U+2C629	𬘩	0	三级	⿰纟廷	9	tīng	551312154		0	0
U+2B127	𫄧	0	三级	⿰纟延	10	yán	551321554	糸（糹）	0	0
U+5F56	彖	0	三级	⿱彑𧰨	9	tuàn	551353334	彑	203	0
U+9A89	骉	0	三级	⿱马⿰马马	9	biāo	551551551	馬	2	0
U+605D	恝	0	三级	⿱㓞心	10	jiá	1112534544	心	39	0
U+73EA	珪	0	三级	⿰王圭	10	guī	1121121121	玉(𤣩)	2546	0
U+73DB	珛	0	三级	⿰王有	10	xiù	1121132511	玉(𤣩)	2	0
U+73F9	珹	0	三级	⿰王成	10	chéng	1121135534	玉(𤣩)	9	0
U+740A	琊	0	三级	⿰王邪	10	yá	1121152352	王	2528	0
U+73BC	玼	0	三级	⿰王此	10	cǐ	1121212135	玉(𤣩)	16	0
U+73D6	珖	0	三级	⿰王光	10	guāng	1121243135	玉(𤣩)	8	0
U+2A7DD	𪟝	0	三级	⿰责力	10	jì jī	1121253453	力	0	0
U+73FD	珽	0	三级	⿰王廷	10	tǐng	1121312154	玉(𤣩)	349	0
U+73E6	珦	0	三级	⿰王向	10	xiàng	1121325251	玉(𤣩)	29	0
U+73EB	珫	0	三级	⿰王充	10	chōng	1121415435	玉(𤣩)	11	0
U+73D2	珒	0	三级	⿰王聿	10	jīn	1121511112	玉(𤣩)	0	0
U+2C364	𬍤	0	三级	⿰王寻	10	xún	1121511124		0	0
U+73E2	珢	0	三级	⿰王艮	10	yín	1121511534	玉(𤣩)	5	0
U+73D5	珕	0	三级	⿰王劦	10	lì	1121535353	玉(𤣩)	0	0
U+73DD	珝	0	三级	⿰王羽	10	xǔ	1121541541	玉(𤣩)	8	0
U+2BB7C	𫭼	0	三级	⿰土劳	10	láo	1211224553		0	0
U+57D7	埗	0	三级	⿰土步	10	bù	1212121233	土	6	0
U+57BE	垾	0	三级	⿰土旱	10	hàn	1212511112	土	0	0
U+57BA	垺	0	三级	⿰土孚	10	fú	1213443521	土	2	0
U+57C6	埆	0	三级	⿰土角	10	què	1213535112	土	1	0
U+57BF	垿	0	三级	⿰土序	10	xù	1214135452	土	1	0
U+57CC	埌	0	三级	⿰土良	10	làng	1214511534	土	0	0
U+57C7	埇	0	三级	⿰土甬	10	yǒng	1215425112	土	7	0
U+83B0	莰	0	三级	⿱艹坎	10	kǎn	1221213534	艹	126	0
U+831D	茝	0	三级	⿱艹𦣞	10	chǎi	1221225125	艸（艹）	389	0
U+2C72F	𬜯	0	三级	⿱艹两	10	liǎng	1221253434		0	0
U+9100	鄀	0	三级	⿰若阝	10	ruò	1221325152	邑（阝，在右）	8	0
U+83B6	莶	0	三级	⿱艹佥	10	xiān	1223414431	艹	45	0
U+839D	莝	0	三级	⿱艹坐	10	cuò	1223434121	艸（艹）	0	0
U+44D6	䓖	0	三级	⿱艹穷	11	qióng	1224453453	艸（艹）	0	0
U+8399	莙	0	三级	⿱艹君	10	jūn	1225113251	艸（艹）	15	0
U+683B	栻	0	三级	⿰木式	10	shì	1234112154	木	27	0
U+6860	桠	0	三级	⿰木亚	10	yā	1234122431	木	2171	0
U+2C0A9	𬂩	0	三级	⿰木夹	10	jiā	1234143134		0	0
U+6844	桄	0	三级	⿰木光	10	guāng	1234243135	木	85	0
