unicode	char	group	level	ids	strokes	pinyin	stroke_seq	radical	freq	basic
U+9530	锰	0	一级	⿰钅孟	13	měng	3111552125221	钅	563	0
U+77EE	矮	0	一级	⿰矢委	13	ǎi	3113431234531	矢	81728	0
U+8F9E	辞	0	一级	⿰舌辛	13	cí	3122514143112	舌	130150	1
U+7A1A	稚	0	一级	⿰禾隹	13	zhì	3123432411121	禾	33182	0
U+7A20	稠	0	一级	⿰禾周	13	chóu	3123435121251	禾	9216	0
U+9893	颓	0	一级	⿰秃页	13	tuí	3123435132534	页	24497	0
U+6101	愁	0	一级	⿱秋心	13	chóu	3123443344544	心	93376	0
U+7B79	筹	0	一级	⿱竹寿	13	chóu	3143141113124	⺮	54932	0
U+7B7E	签	0	一级	⿱竹佥	13	qiān	3143143414431	⺮	102159	1
U+7B80	简	0	一级	⿱竹间	13	jiǎn	3143144252511	⺮	501969	1
U+7B77	筷	0	一级	⿱竹快	13	kuài	3143144425134	⺮	31937	0
U+6BC1	毁	0	一级	⿰𬛸殳	13	huǐ	3215111213554	殳	150469	1
U+8205	舅	0	一级	⿱臼男	13	jiù	3215112512153	臼	73540	0
U+9F20	鼠	0	一级	⿱臼⑦	13	shǔ	3215115445445	鼠	82778	0
U+50AC	催	0	一级	⿰亻崔	13	cuī	3225232411121	亻	86151	0
U+50BB	傻	0	一级	⿰亻𡕩	13	shǎ	3232534134354	亻	248211	0
U+50CF	像	0	一级	⿰亻象	13	xiàng	3235251353334	亻	1883479	1
U+8EB2	躲	0	一级	⿰身朵	13	duǒ	3251113351234	身	249450	0
U+9B41	魁	0	一级	⿺鬼斗	13	kuí	3251135544412	鬼	39294	0
U+8859	衙	0	一级	⿲彳吾亍	13	yá	3321251251112	行	33073	0
U+5FAE	微	0	一级	⿰彳𢼸	13	wēi	3322521353134	彳	1082510	1
U+6108	愈	0	一级	⿱俞心	13	yù	3412511224544	心	103820	1
U+9065	遥	0	一级	⿺辶䍃	13	yáo	3443311252454	辶	188299	0
U+817B	腻	0	一级	⿰月贰	13	nì	3511111253454	⺼	42294	0
U+8170	腰	0	一级	⿰月要	13	yāo	3511125221531	⺼	241952	1
U+8165	腥	0	一级	⿰月星	13	xīng	3511251131121	⺼	51054	0
U+816E	腮	0	一级	⿰月思	13	sāi	3511251214544	⺼	20075	0
U+8179	腹	0	一级	⿰月复	13	fù	3511312511354	⺼	102733	0
U+817A	腺	0	一级	⿰月泉	13	xiàn	3511325112534	⺼	6833	0
U+9E4F	鹏	0	一级	⿰朋鸟	13	péng	3511351135451	鸟	79602	0
U+817E	腾	0	一级	⿰月⿱龹马	13	téng	3511431134551	⺼	219541	1
U+817F	腿	0	一级	⿰月退	13	tuǐ	3511511534454	⺼	280952	1
U+9C8D	鲍	0	一级	⿰鱼包	13	bào	3525121135515	鱼	23115	0
U+733F	猿	0	一级	⿰犭袁	13	yuán	3531212513534	犭	19821	0
U+9896	颖	0	一级	⿰⿱匕禾页	13	yǐng	3531234132534	页	63259	0
U+89E6	触	0	一级	⿰角虫	13	chù	3535112251214	角	213212	1
U+89E3	解	0	一级	⿰角𭷔	13	jiě	3535112533112	角	1312068	1
U+715E	煞	0	一级	⿱𭣦灬	13	shā	3551131344444	灬	70229	0
U+96CF	雏	0	一级	⿰刍隹	13	chú	3551132411121	隹	9648	0
U+998D	馍	0	一级	⿰饣莫	13	mó	3551222511134	饣	4217	0
U+998F	馏	0	一级	⿰饣留	13	liú	3553545325121	饣	876	0
U+9171	酱	0	一级	⿱⿰丬夕酉	13	jiàng	4123541253511	酉	19063	0
U+7980	禀	0	一级	⿱㐭示	13	bǐng	4125251111234	示	34572	0
U+75F9	痹	0	一级	⿸疒畀	13	bì	4134125121132	疒	9748	0
U+5ED3	廓	0	一级	⿸广郭	13	kuò	4134125152152	广	15567	0
U+75F4	痴	0	一级	⿸疒知	13	chī	4134131134251	疒	140246	0
U+75F0	痰	0	一级	⿸疒炎	13	tán	4134143344334	疒	7445	0
U+5EC9	廉	0	一级	⿸广兼	13	lián	4134315112234	广	48551	0
U+9756	靖	0	一级	⿰立青	13	jìng	4143111212511	青	46359	0
U+65B0	新	0	一级	⿰亲斤	13	xīn	4143112343312	斤	1232035	1
U+97F5	韵	0	一级	⿰音匀	13	yùn	4143125113541	音	65628	0
U+610F	意	0	一级	⿱音心	13	yì	4143125114544	心	3668831	1
U+8A8A	誊	0	一级	⿱龹言	13	téng	4311344111251	言	1318	0
U+7CAE	粮	0	一级	⿰米良	13	liáng	4312344511534	米	101018	0
U+6570	数	0	一级	⿰娄攵	13	shù	4312345313134	攵	994719	1
U+714E	煎	0	一级	⿱前灬	13	jiān	4312511224444	灬	22180	0
U+5851	塑	0	一级	⿱朔土	13	sù	4315233511121	土	49903	0
U+6148	慈	0	一级	⿱兹心	13	cí	4315545544544	心	93047	0
U+7164	煤	0	一级	⿰火某	13	méi	4334122111234	火	34203	0
U+714C	煌	0	一级	⿰火皇	13	huáng	4334325111121	火	40547	0
U+6EE1	满	0	一级	⿰氵𬜯	13	mǎn	4411221253434	氵	1238021	1
U+6F20	漠	0	一级	⿰氵莫	13	mò	4411222511134	氵	119153	0
U+6EC7	滇	0	一级	⿰氵真	13	diān	4411225111134	氵	5347	0
U+6E90	源	0	一级	⿰氵原	13	yuán	4411332511234	氵	247962	1
U+6EE4	滤	0	一级	⿰氵虑	13	lǜ	4412153154544	氵	5489	0
U+6EE5	滥	0	一级	⿰氵监	13	làn	4412231425221	氵	23420	0
U+6ED4	滔	0	一级	⿰氵舀	13	tāo	4413443321511	氵	37516	0
U+6EAA	溪	0	一级	⿰氵奚	13	xī	4413443554134	氵	59612	0
U+6E9C	溜	0	一级	⿰氵留	13	liū	4413545325121	氵	122662	0
U+6F13	漓	0	一级	⿰氵离	13	lí	4414134522554	氵	22606	0
U+6EDA	滚	0	一级	⿰氵衮	13	gǔn	4414134543534	氵	203922	1
U+6EA2	溢	0	一级	⿰氵益	13	yì	4414313425221	氵	47668	0
U+6EAF	溯	0	一级	⿰氵朔	13	sù	4414315233511	氵	8725	0
U+6EE8	滨	0	一级	⿰氵宾	13	bīn	4414453212134	氵	26667	0
U+6EB6	溶	0	一级	⿰氵容	13	róng	4414453434251	氵	17932	0
U+6EBA	溺	0	一级	⿰氵弱	13	nì	4415154151541	氵	14495	0
U+7CB1	粱	0	一级	⿱⿰氵刅米	13	liáng	4415344431234	米	5673	0
U+6EE9	滩	0	一级	⿰氵难	13	tān	4415432411121	氵	49853	0
U+614E	慎	0	一级	⿰忄真	13	shèn	4421225111134	忄	64154	0
U+8A89	誉	0	一级	⿱兴言	13	yù	4431344111251	言	69067	0
U+585E	塞	0	一级	⿱𡨄土	13	sāi	4451122134121	土	206867	1
U+5BDE	寞	0	一级	⿱宀莫	13	mò	4451222511134	宀	67695	0
U+7AA5	窥	0	一级	⿱穴规	13	kuī	4453411342535	穴	30314	0
U+7A9F	窟	0	一级	⿱穴屈	13	kū	4453451352252	穴	24923	0
U+5BDD	寝	0	一级	⿱宀⿰丬𠬶	13	qǐn	4454125114554	宀	70179	0
U+8C28	谨	0	一级	⿰讠堇	13	jǐn	4512212511121	讠	62778	0
U+8902	褂	0	一级	⿰衤卦	13	guà	4523412112124	衤	9095	0
U+88F8	裸	0	一级	⿰衤果	13	luǒ	4523425111234	衤	66535	0
U+798F	福	0	一级	⿰礻畐	13	fú	4524125125121	礻	455530	1
U+8C2C	谬	0	一级	⿰讠翏	13	miù	4554154134333	讠	15676	0
U+7FA4	群	0	一级	⿰君羊	13	qún	5113251431112	羊	516077	1
U+6BBF	殿	0	一级	⿰𡱒殳	13	diàn	5131221343554	殳	225035	0
U+8F9F	辟	0	一级	⿰𡰪辛	13	pì	5132514143112	辛	29251	0
U+969C	障	0	一级	⿰阝章	13	zhàng	5241431251112	阝	67983	0
U+5AB3	媳	0	一级	⿰女息	13	xí	5313251114544	女	49077	0
U+5AC9	嫉	0	一级	⿰女疾	13	jí	5314134131134	女	38200	0
U+5ACC	嫌	0	一级	⿰女兼	13	xián	5314315112234	女	75438	0
U+5AC1	嫁	0	一级	⿰女家	13	jià	5314451353334	女	111212	0
U+53E0	叠	0	一级	⿱叒冝	13	dié	5454544525111	又	51212	0
U+7F1A	缚	0	一级	⿰纟尃	13	fù	5511251124124	纟	31819	0
U+7F1D	缝	0	一级	⿰纟逢	13	fèng	5513541112454	纟	94012	0
U+7F20	缠	0	一级	⿰纟㢆	13	chán	5514132511211	纟	145147	0
U+7F24	缤	0	一级	⿰纟宾	13	bīn	5514453212134	纟	7365	0
U+527F	剿	0	一级	⿰巢刂	13	jiǎo	5552511123422	刂	23891	0
U+9759	静	0	一级	⿰青争	14	jìng	11212511355112	青	968467	1
U+78A7	碧	0	一级	⿱珀石	14	bì	11213251113251	石	113618	0
U+7483	璃	0	一级	⿰王离	14	lí	11214134522554	王	88749	0
U+8D58	赘	0	一级	⿱敖贝	14	zhuì	11215331342534	贝	9084	0
U+71AC	熬	0	一级	⿱敖灬	14	áo	11215331344444	灬	45832	0
U+5899	墙	0	一级	⿰土啬	14	qiáng	12112431252511	土	301301	1
U+589F	墟	0	一级	⿰土虚	14	xū	12121531522431	土	13672	0
U+5609	嘉	0	一级	⿱壴加	14	jiā	12125143153251	口	112633	0
U+6467	摧	0	一级	⿰扌崔	14	cuī	12125232411121	扌	40766	0
U+8D6B	赫	0	一级	⿰赤赤	14	hè	12132341213234	赤	122145	0
U+622A	截	0	一级	⿹𢦏隹	14	jié	12132411121534	戈	105111	1
U+8A93	誓	0	一级	⿱折言	14	shì	12133124111251	言	85826	0
U+5883	境	0	一级	⿰土竟	14	jìng	12141431251135	土	394043	1
U+6458	摘	0	一级	⿰扌啇	14	zhāi	12141432512251	扌	49225	0
U+6454	摔	0	一级	⿰扌率	14	shuāi	12141554413412	扌	109217	0
U+6487	撇	0	一级	⿰扌敝	14	piē	12143252343134	扌	47004	0
U+805A	聚	0	一级	⿱取乑	14	jù	12211154323334	耳	222383	1
U+6155	慕	0	一级	⿱莫㣺	14	mù	12225111342444	⺗	186450	0
U+66AE	暮	0	一级	⿱莫日	14	mù	12225111342511	日	32619	0
U+6479	摹	0	一级	⿱莫手	14	mó	12225111343112	手	4677	0
U+8513	蔓	0	一级	⿱艹曼	14	màn	12225112522154	艹	33854	0
U+8511	蔑	0	一级	⿱𦭝戍	14	miè	12225221134534	艹	29247	0
U+8521	蔡	0	一级	⿱艹祭	14	cài	12235445411234	艹	86233	0
U+8517	蔗	0	一级	⿱艹庶	14	zhè	12241312214444	艹	2970	0
U+853D	蔽	0	一级	⿱艹敝	14	bì	12243252343134	艹	36096	0
U+853C	蔼	0	一级	⿱艹谒	14	ǎi	12245251135345	艹	14033	0
U+7199	熙	0	一级	⿱巸灬	14	xī	12251255154444	灬	88330	0
U+851A	蔚	0	一级	⿱艹尉	14	wèi	12251311234124	艹	20152	0
U+5162	兢	0	一级	⿰克克	14	jīng	12251351225135	儿	21643	0
U+6A21	模	0	一级	⿰木莫	14	mó	12341222511134	木	378985	1
U+69DB	槛	0	一级	⿰木监	14	kǎn	12342231425221	木	8970	0
U+69B4	榴	0	一级	⿰木留	14	liú	12343545325121	木	15726	0
U+699C	榜	0	一级	⿰木旁	14	bǎng	12344143454153	木	41985	0
U+69A8	榨	0	一级	⿰木窄	14	zhà	12344453431211	木	6994	0
U+6995	榕	0	一级	⿰木容	14	róng	12344453434251	木	11223	0
U+6B4C	歌	0	一级	⿰哥欠	14	gē	12512125123534	欠	332504	1
U+906D	遭	0	一级	⿺辶曹	14	zāo	12512212511454	辶	174294	1
U+9175	酵	0	一级	⿰酉孝	14	jiào	12535111213521	酉	3290	0
U+9177	酷	0	一级	⿰酉告	14	kù	12535113121251	酉	103579	0
U+917F	酿	0	一级	⿰酉良	14	niàng	12535114511534	酉	22424	0
U+9178	酸	0	一级	⿰酉夋	14	suān	12535115434354	酉	115604	0
U+789F	碟	0	一级	⿰石枼	14	dié	13251122151234	石	29736	0
U+78B1	碱	0	一级	⿰石咸	14	jiǎn	13251131251534	石	3521	0
U+78B3	碳	0	一级	⿰石炭	14	tàn	13251252134334	石	7195	0
U+78C1	磁	0	一级	⿰石兹	14	cí	13251431554554	石	28220	0
U+613F	愿	0	一级	⿸原心	14	yuàn	13325112344544	心	597660	1
U+9700	需	0	一级	⿱雨而	14	xū	14524444132522	雨	543409	1
U+8F96	辖	0	一级	⿰车害	14	xiá	15214451112251	车	19178	0
U+8F97	辗	0	一级	⿰车展	14	zhǎn	15215131221534	车	11050	0
U+96CC	雌	0	一级	⿰此隹	14	cí	21211532411121	隹	10979	0
U+88F3	裳	0	一级	⿱𫩠衣	14	shang	24345251413534	衣	39939	0
U+9897	颗	0	一级	⿰果页	14	kē	25111234132534	页	179813	1
U+7785	瞅	0	一级	⿰目秋	14	chǒu	25111312344334	目	40255	0
U+5885	墅	0	一级	⿱野土	14	shù	25112115452121	土	39604	0
U+55FD	嗽	0	一级	⿰口欶	14	sòu	25112512343534	口	28817	0
U+8E0A	踊	0	一级	⿰𧾷甬	14	yǒng	25121215425112	足	2502	0
U+873B	蜻	0	一级	⿰虫青	14	qīng	25121411212511	虫	7088	0
U+8721	蜡	0	一级	⿰虫昔	14	là	25121412212511	虫	26302	0
U+8747	蝇	0	一级	⿰虫黾	14	yíng	25121425125115	虫	22560	0
U+8718	蜘	0	一级	⿰虫知	14	zhī	25121431134251	虫	16934	0
U+8749	蝉	0	一级	⿰虫单	14	chán	25121443251112	虫	26987	0
U+561B	嘛	0	一级	⿰口麻	14	ma	25141312341234	口	334431	0
U+5600	嘀	0	一级	⿰口啇	14	dí	25141432512251	口	42614	0
U+8D5A	赚	0	一级	⿰贝兼	14	zhuàn	25344315112234	贝	88692	0
U+9539	锹	0	一级	⿰钅秋	14	qiāo	31115312344334	钅	4077	0
U+953B	锻	0	一级	⿰钅段	14	duàn	31115321113554	钅	36524	0
U+9540	镀	0	一级	⿰钅度	14	dù	31115413122154	钅	4821	0
U+821E	舞	0	一级	⿱⿳𠂉卌一舛	14	wǔ	31122221354152	舛	376446	1
U+8214	舔	0	一级	⿰舌忝	14	tiǎn	31225111342444	舌	26424	0
U+7A33	稳	0	一级	⿰禾急	14	wěn	31234355114544	禾	203430	1
U+718F	熏	0	一级	熏	14	xūn	31254312114444	灬	23690	0
U+7B95	箕	0	一级	⿱竹其	14	jī	31431412211134	⺮	3366	0
U+7B97	算	0	一级	⿱竹𥃲	14	suàn	31431425111132	⺮	1263186	1
U+7BA9	箩	0	一级	⿱竹罗	14	luó	31431425221354	⺮	3538	0
U+7BA1	管	0	一级	⿱竹官	14	guǎn	31431444525151	⺮	979206	1
U+7BAB	箫	0	一级	⿱竹肃	14	xiāo	31431451123234	⺮	21626	0
U+8206	舆	0	一级	⿶⿳𦥑一八车	14	yú	32111512511134	车	17587	0
U+50DA	僚	0	一级	⿰亻尞	14	liáo	32134432511234	亻	19624	0
U+50E7	僧	0	一级	⿰亻曾	14	sēng	32432524312511	亻	83065	0
U+9F3B	鼻	0	一级	⿱自畀	14	bí	32511125121132	鼻	197996	1
U+9B44	魄	0	一级	⿰白鬼	14	pò	32511325113554	鬼	76856	0
U+9B45	魅	0	一级	⿺鬼未	14	mèi	32511355411234	鬼	79400	0
U+8C8C	貌	0	一级	⿰豸皃	14	mào	34435333251135	豸	164902	1
U+819C	膜	0	一级	⿰月莫	14	mó	35111222511134	⺼	26833	0
U+818A	膊	0	一级	⿰月尃	14	bó	35111251124124	⺼	73983	0
U+8180	膀	0	一级	⿰月旁	14	bǎng	35114143454153	⺼	163712	0
U+9C9C	鲜	0	一级	⿰鱼羊	14	xiān	35251211431112	鱼	273041	1
U+7591	疑	0	一级	⿰𠤕⿱龴疋	14	yí	35311345452134	疋	556639	1
U+5B75	孵	0	一级	⿰卵孚	14	fū	35435243443521	子	4384	0
U+9992	馒	0	一级	⿰饣曼	14	mán	35525112522154	饣	14818	0
U+88F9	裹	0	一级	⿳亠果𧘇	14	guǒ	41251112343534	衣	70440	0
U+6572	敲	0	一级	⿰高攴	14	qiāo	41251252512154	攴	148518	0
U+8C6A	豪	0	一级	⿱⿳亠口冖豕	14	háo	41251451353334	豕	206593	1
U+818F	膏	0	一级	⿱高月	14	gāo	41251452512511	⺼	20747	0
U+906E	遮	0	一级	⿺辶庶	14	zhē	41312214444454	辶	76029	0
U+8150	腐	0	一级	⿸府肉	14	fǔ	41332124253434	肉	72243	0
U+7629	瘩	0	一级	⿸疒荅	14	da	41341122341251	疒	17347	0
U+761F	瘟	0	一级	⿸疒昷	14	wēn	41341251125221	疒	11924	0
U+7626	瘦	0	一级	⿸疒叟	14	shòu	41341321511254	疒	127216	0
U+8FA3	辣	0	一级	⿰辛束	14	là	41431131251234	辛	82598	0
U+5F70	彰	0	一级	⿰章彡	14	zhāng	41431251112333	彡	14222	0
U+7AED	竭	0	一级	⿰立曷	14	jié	41431251135345	立	48555	0
U+7AEF	端	0	一级	⿰立耑	14	duān	41431252132522	立	296020	1
U+65D7	旗	0	一级	⿰方⿱𠂉其	14	qí	41533112211134	方	137444	1
U+7CBE	精	0	一级	⿰米青	14	jīng	43123411212511	米	932565	1
U+7CB9	粹	0	一级	⿰米卒	14	cuì	43123441343412	米	36862	0
U+6B49	歉	0	一级	⿰兼欠	14	qiàn	43151122343534	欠	100666	0
U+5F0A	弊	0	一级	⿱敝廾	14	bì	43252343134132	廾	20759	0
U+7184	熄	0	一级	⿰火息	14	xī	43343251114544	火	26172	0
U+7194	熔	0	一级	⿰火容	14	róng	43344453434251	火	9661	0
U+717D	煽	0	一级	⿰火扇	14	shān	43344513541541	火	12159	0
U+6F47	潇	0	一级	⿰氵萧	14	xiāo	44112251123234	氵	57966	0
U+6F06	漆	0	一级	⿰氵桼	14	qī	44112343424134	氵	67629	0
U+6F31	漱	0	一级	⿰氵欶	14	shù	44112512343534	氵	15713	0
U+6F02	漂	0	一级	⿰氵票	14	piào	44112522111234	氵	245966	0
U+6F2B	漫	0	一级	⿰氵曼	14	màn	44125112522154	氵	213126	1
U+6EF4	滴	0	一级	⿰氵啇	14	dī	44141432512251	氵	147754	0
U+6F3E	漾	0	一级	⿰氵羕	14	yàng	44143112145534	氵	20836	0
U+6F14	演	0	一级	⿰氵寅	14	yǎn	44144512512134	氵	341366	1
U+6F0F	漏	0	一级	⿰氵屚	14	lòu	44151312524444	氵	62997	0
U+6162	慢	0	一级	⿰忄曼	14	màn	44225112522154	忄	820995	1
U+6177	慷	0	一级	⿰忄康	14	kāng	44241351124134	忄	16623	0
U+5BE8	寨	0	一级	⿱𡨄木	14	zhài	44511221341234	宀	67653	0
U+8D5B	赛	0	一级	⿱𡨄贝	14	sài	44511221342534	贝	301766	1
U+5BE1	寡	0	一级	⿳宀⿱丆且分	14	guǎ	44513251113453	宀	49558	0
U+5BDF	察	0	一级	⿱宀祭	14	chá	44535445411234	宀	413974	1
U+871C	蜜	0	一级	⿱宓虫	14	mì	44545434251214	虫	76559	0
U+5BE5	寥	0	一级	⿱宀翏	14	liáo	44554154134333	宀	20857	0
U+8C2D	谭	0	一级	⿰讠覃	14	tán	45125221251112	讠	48779	0
U+8087	肇	0	一级	⿱𢼄聿	14	zhào	45133134511112	聿	6900	0
U+8910	褐	0	一级	⿰衤曷	14	hè	45234251135345	衤	14390	0
U+892A	褪	0	一级	⿰衤退	14	tuì	45234511534454	衤	13537	0
U+8C31	谱	0	一级	⿰讠普	14	pǔ	45431224312511	讠	39455	0
U+96A7	隧	0	一级	⿰阝遂	14	suì	52431353334454	阝	9003	0
U+5AE9	嫩	0	一级	⿰女敕	14	nèn	53112512343134	女	58594	0
U+7FE0	翠	0	一级	⿱羽卒	14	cuì	54154141343412	羽	82046	0
U+718A	熊	0	一级	⿱能灬	14	xióng	54251135354444	灬	139726	0
U+51F3	凳	0	一级	⿱登几	14	dèng	54334125143135	几	36123	0
U+9AA1	骡	0	一级	⿰马累	14	luó	55125121554234	马	7509	0
U+7F29	缩	0	一级	⿰纟宿	14	suō	55144532132511	纟	146921	1
U+6167	慧	0	一级	⿱彗心	15	huì	111211125114544	心	171937	1
U+64B5	撵	0	一级	⿰扌辇	15	niǎn	121113411341512	扌	6857	0
U+6495	撕	0	一级	⿰扌斯	15	sī	121122111343312	扌	86284	0
U+6492	撒	0	一级	⿰扌散	15	sā	121122125113134	扌	140910	0
U+64A9	撩	0	一级	⿰扌尞	15	liāo	121134432511234	扌	21011	0
U+8DA3	趣	0	一级	⿺走取	15	qù	121213412211154	走	278572	1
U+8D9F	趟	0	一级	⿺走尚	15	tàng	121213424325251	走	65492	0
U+6491	撑	0	一级	⿰扌掌	15	chēng	121243452513112	扌	105150	0
U+64AE	撮	0	一级	⿰扌最	15	cuō	121251112211154	扌	10534	0
U+64AC	撬	0	一级	⿰扌毳	15	qiào	121311531153115	扌	6740	0
U+64AD	播	0	一级	⿰扌番	15	bō	121343123425121	扌	84353	1
U+64D2	擒	0	一级	⿰扌禽	15	qín	121344134522554	扌	39189	0
U+58A9	墩	0	一级	⿰土敦	15	dūn	121412515213134	土	8359	0
U+649E	撞	0	一级	⿰扌童	15	zhuàng	121414312511211	扌	230714	1
U+64A4	撤	0	一级	⿲扌育攵	15	chè	121415425113134	扌	111118	0
U+589E	增	0	一级	⿰土曾	15	zēng	121432524312511	土	226112	1
U+64B0	撰	0	一级	⿰扌巽	15	zhuàn	121515515122134	扌	13976	0
U+806A	聪	0	一级	⿰耳总	15	cōng	122111432514544	耳	138731	0
U+978B	鞋	0	一级	⿰革圭	15	xié	122125112121121	革	116843	0
U+978D	鞍	0	一级	⿰革安	15	ān	122125112445531	革	11579	0
U+8549	蕉	0	一级	⿱艹焦	15	jiāo	122324111214444	艹	9223	0
U+854A	蕊	0	一级	⿱艹惢	15	ruǐ	122454445444544	艹	43461	0
U+852C	蔬	0	一级	⿱艹疏	15	shū	122521214154325	艹	12038	0
U+8574	蕴	0	一级	⿱艹缊	15	yùn	122551251125221	艹	35330	0
U+6A2A	横	0	一级	⿰木黄	15	héng	123412212512134	木	224880	1
U+69FD	槽	0	一级	⿰木曹	15	cáo	123412512212511	木	12412	0
U+6A31	樱	0	一级	⿰木婴	15	yīng	123425342534531	木	68359	0
U+6A61	橡	0	一级	⿰木象	15	xiàng	123435251353334	木	10887	0
U+6A1F	樟	0	一级	⿰木章	15	zhāng	123441431251112	木	4468	0
U+6A44	橄	0	一级	⿰木敢	15	gǎn	123451221113134	木	6085	0
U+6577	敷	0	一级	⿰旉攵	15	fū	125112441533134	攵	21263	0
U+8C4C	豌	0	一级	⿰豆宛	15	wān	125143144535455	豆	1436	0
U+98D8	飘	0	一级	⿰票风	15	piāo	125221112343534	风	319989	1
U+918B	醋	0	一级	⿰酉昔	15	cù	125351112212511	酉	33580	0
U+9187	醇	0	一级	⿰酉享	15	chún	125351141251521	酉	12444	0
U+9189	醉	0	一级	⿰酉卒	15	zuì	125351141343412	酉	181356	1
U+78D5	磕	0	一级	⿰石盍	15	kē	132511215425221	石	34654	0
U+78CA	磊	0	一级	⿱石砳	15	lěi	132511325113251	石	40900	0
U+78C5	磅	0	一级	⿰石旁	15	bàng	132514143454153	石	10605	0
U+78BE	碾	0	一级	⿰石展	15	niǎn	132515131221534	石	7058	0
U+9707	震	0	一级	⿱雨辰	15	zhèn	145244441311534	雨	338757	1
U+9704	霄	0	一级	⿱雨肖	15	xiāo	145244442432511	雨	32916	0
U+9709	霉	0	一级	⿱雨每	15	méi	145244443155414	雨	55470	0
U+7792	瞒	0	一级	⿰目𬜯	15	mán	251111221253434	目	70085	0
U+9898	题	0	一级	⿺是页	15	tí	251112134132534	页	976178	1
U+66B4	暴	0	一级	⿱日㳟	15	bào	251112213424134	日	286045	1
U+778E	瞎	0	一级	⿰目害	15	xiā	251114451112251	目	64955	0
U+563B	嘻	0	一级	⿰口喜	15	xī	251121251431251	口	149024	0
U+5636	嘶	0	一级	⿰口斯	15	sī	251122111343312	口	48914	0
U+5632	嘲	0	一级	⿰口朝	15	cháo	251122511123511	口	67228	0
U+5639	嘹	0	一级	⿰口尞	15	liáo	251134432511234	口	3699	0
U+5F71	影	0	一级	⿰景彡	15	yǐng	251141251234333	彡	1067165	1
U+8E22	踢	0	一级	⿰𧾷易	15	tī	251212125113533	足	115921	0
U+8E0F	踏	0	一级	⿰𧾷沓	15	tà	251212125342511	足	139340	0
U+8E29	踩	0	一级	⿰𧾷采	15	cǎi	251212134431234	足	66021	0
U+8E2A	踪	0	一级	⿰𧾷宗	15	zōng	251212144511234	足	160848	1
U+8776	蝶	0	一级	⿰虫枼	15	dié	251214122151234	虫	89194	0
U+8774	蝴	0	一级	⿰虫胡	15	hú	251214122513511	虫	33327	0
U+8760	蝠	0	一级	⿰虫畐	15	fú	251214125125121	虫	22099	0
U+874E	蝎	0	一级	⿰虫曷	15	xiē	251214251135345	虫	17947	0
U+874C	蝌	0	一级	⿰虫科	15	kē	251214312344412	虫	1549	0
U+8757	蝗	0	一级	⿰虫皇	15	huáng	251214325111121	虫	6770	0
U+8759	蝙	0	一级	⿰虫扁	15	biān	251214451325122	虫	16004	0
U+563F	嘿	0	一级	⿰口黑	15	hēi	251254312114444	口	319099	0
U+5631	嘱	0	一级	⿰口属	15	zhǔ	251513325125214	口	49354	0
U+5E62	幢	0	一级	⿰巾童	15	chuáng	252414312511211	巾	24268	0
U+58A8	墨	0	一级	⿱黑土	15	mò	254312114444121	土	107669	1
U+9547	镇	0	一级	⿰钅真	15	zhèn	311151225111134	钅	264517	1
U+9550	镐	0	一级	⿰钅高	15	gǎo	311154125125251	钅	5696	0
U+9551	镑	0	一级	⿰钅旁	15	bàng	311154143454153	钅	4747	0
U+9760	靠	0	一级	⿱告非	15	kào	312125121112111	非	486494	1
U+7A3D	稽	0	一级	⿰禾⿱尤旨	15	jī	312341354352511	禾	25200	0
U+7A3B	稻	0	一级	⿰禾舀	15	dào	312343443321511	禾	21277	0
U+9ECE	黎	0	一级	⿱𥝢⿱人氺	15	lí	312343533424134	黍	98444	0
U+7A3F	稿	0	一级	⿰禾高	15	gǎo	312344125125251	禾	59162	0
U+7A3C	稼	0	一级	⿰禾家	15	jià	312344451353334	禾	10734	0
U+7BB1	箱	0	一级	⿱竹相	15	xiāng	314314123425111	⺮	115256	1
U+7BD3	篓	0	一级	⿱竹娄	15	lǒu	314314431234531	⺮	6723	0
U+7BAD	箭	0	一级	⿱竹前	15	jiàn	314314431251122	⺮	254320	0
U+7BC7	篇	0	一级	⿱竹扁	15	piān	314314451325122	⺮	140190	1
U+50F5	僵	0	一级	⿰亻畺	15	jiāng	321251211251211	亻	94955	0
U+8EBA	躺	0	一级	⿰身尚	15	tǎng	325111324325251	身	220026	0
U+50FB	僻	0	一级	⿰亻辟	15	pì	325132514143112	亻	28410	0
U+5FB7	德	0	一级	⿰彳𢛳	15	dé	332122522114544	彳	733775	1
U+8258	艘	0	一级	⿰舟叟	15	sōu	335414321511254	舟	83282	0
U+819D	膝	0	一级	⿰月桼	15	xī	351112343424134	⺼	52944	0
U+819B	膛	0	一级	⿰月堂	15	táng	351124345251121	⺼	37836	0
U+9CA4	鲤	0	一级	⿰鱼里	15	lǐ	352512112511211	鱼	7849	0
U+9CAB	鲫	0	一级	⿰鱼即	15	jì	352512115115452	鱼	1604	0
U+719F	熟	0	一级	⿱孰灬	15	shú	412515213544444	灬	379833	1
U+6469	摩	0	一级	⿸麻手	15	mó	413123412343112	手	168189	1
U+8912	褒	0	一级	⿳亠保𧘇	15	bāo	413225112343534	衣	9130	0
U+762A	瘪	0	一级	⿸疒⿱自仓	15	biě	413413251113435	疒	11246	0
U+7624	瘤	0	一级	⿸疒留	15	liú	413413545325121	疒	6892	0
